Time,A1,A2,A3,A5,A6,A7,B1,B2,B3,B5,B6,B7,C1,C2,C3,C5,C6,C7,D1,D2,D3,D5,D6,D7,E1,E2,E3,E5,E6,E7,F1,F2,F3,F5,F6,F7,G1,G2,G3,G5,G6,G7,H1,H2,H3,H5,H6,H7,SV1,SV2,SV4,SV5,SV6,Thermostat,SV3,SV2 New,SV3 New,Return,Bath2 SV,BGlobe,Heater 1,Humidifier 2,Total [V],Diffuse [V],Kitchen Pyranometer [V],Living Room Pyranometer [V],Master Bedroom Pyranometer [V],Bedroom2 Pyranometer [V],Bedroom3 Pyranometer [V],Total [W/m2],Diffuse [W/m2],Kitchen Pyranometer [W/m2],Living Room Pyranometer [W/m2],Master Bedroom Pyranometer [W/m2],Bedroom2 Pyranometer [W/m2],Bedroom3 Pyranometer [W/m2],SV1 RH[%],TStatRH[%],SV2 RH[%],SV3 RH[%],SV4 RH [%],SV5 RH [%],SV9 RH [%],SV6 RH [%]
6/20/2024 2:27:17 PM,25.663084,26.462194,36.240646,25.057213,25.405935,37.504247,24.504584,25.284619,33.814803,24.770685,25.120303,33.925911,24.762451,25.159159,25.549599,25.113446,26.731919,25.940336,25.111321,25.548389,24.521223,24.023873,25.671464,33.625683,25.060345,25.877810,33.550220,25.058745,25.274726,34.197784,24.252004,25.185831,34.557185,25.248183,25.596764,23.611271,-56787.417926,23.596366,34.795618,24.263188,25.199736,34.463483,24.778358,25.451743,36.311573,24.682507,25.428445,38.528228,24.834962,24.520838,24.289630,24.422188,23.373534,24.276349,24.277952,24.048001,23.866755,23.429050,19.660014,24.381440,0,0,1.192931,0.285785,-1.203140,-0.957558,-0.728063,-0.582947,-0.441770,1192.931287,285.785009,0.000000,0.000000,0.000000,0.000000,0.000000,57.724833,57.257961,66.521731,67.045242,57.065145,58.457514,56.962043,-1072.648639
6/20/2024 2:27:47 PM,25.645688,26.471951,36.236806,25.059912,25.404520,37.526484,24.500878,25.286403,33.790066,24.772700,25.115688,33.897140,24.760348,25.157058,25.546815,25.115002,26.736652,25.927963,25.102584,25.544913,24.507669,23.996329,25.676893,33.592844,25.064409,25.874337,33.526586,25.063723,25.270105,34.176424,24.256533,25.173211,34.575032,25.240099,25.601931,23.601784,-56788.040170,23.587566,34.817713,24.268369,25.198507,34.476626,24.778501,25.458739,36.306576,24.693860,25.422648,38.540151,24.879818,24.485622,24.287600,24.411459,23.339610,24.276838,24.240429,24.017790,23.830116,23.470828,19.656808,24.397953,1,1,0.342913,0.277577,-1.185411,-0.964124,-0.749404,-0.615778,-0.484779,342.912518,277.577034,0.000000,0.000000,0.000000,0.000000,0.000000,57.396669,57.225145,66.718629,67.176507,56.638532,57.538656,56.962043,1076.800023
6/20/2024 2:28:17 PM,25.660749,26.456216,36.248860,25.069505,25.426898,37.574821,24.510025,25.296906,33.790058,24.787103,25.128937,33.899152,24.773378,25.174649,25.549091,25.122309,26.743173,25.915327,25.103412,25.528613,24.514907,23.976538,25.681829,33.571873,25.060665,25.861699,33.517068,25.058379,25.262707,34.162880,24.243623,25.177238,34.595076,25.252765,25.616870,23.592480,-56790.082057,23.577804,34.829010,24.275794,25.215745,34.500933,24.790035,25.464090,36.328336,24.698991,25.433025,38.583824,24.854052,24.451366,24.274167,24.348580,23.376854,24.288364,24.163785,23.973877,23.818274,23.351617,19.664747,24.386126,0,0,0.318289,0.286442,-1.004179,-0.793727,-0.590170,-0.463110,-0.336051,318.288591,286.441647,0.000000,0.000000,0.000000,0.000000,0.000000,57.265403,57.422043,66.948344,67.373406,56.441634,56.882328,56.896410,-1072.648639
6/20/2024 2:28:47 PM,25.662424,26.457203,36.267474,25.069810,25.439309,37.625463,24.497055,25.289442,33.771724,24.770481,25.115527,33.875210,24.778258,25.174268,25.535236,25.126042,26.756715,25.916342,25.120201,25.542646,24.504481,23.980078,25.687639,33.567931,25.065340,25.869104,33.507510,25.070141,25.263038,34.148624,24.259298,25.188311,34.615162,25.251078,25.622492,23.587119,-56792.626271,23.576799,34.863199,24.279371,25.220000,34.515867,24.790863,25.477250,36.348127,24.703022,25.454638,38.638205,24.884617,24.568237,24.282559,24.409625,23.430454,24.259890,24.134845,23.986857,23.778540,23.438023,19.711374,24.401384,1,1,1.040919,0.280532,-1.180158,-0.960185,-0.747763,-0.618077,-0.492987,1040.919303,280.531905,0.000000,0.000000,0.000000,0.000000,0.000000,58.020180,76.783701,67.374956,68.915775,56.868247,58.359065,69.826060,1076.800023
6/20/2024 2:29:17 PM,25.676839,26.471139,36.298106,25.085158,25.450077,37.651333,24.503267,25.270737,33.771755,24.790184,25.121502,33.870079,24.780120,25.188926,25.537323,25.133159,26.765061,25.931548,25.117376,25.552155,24.512638,23.977246,25.694863,33.547860,25.076688,25.887279,33.493951,25.078974,25.275066,34.129699,24.250742,25.196685,34.607700,25.254210,25.621968,23.558386,-56791.625999,23.562285,34.852381,24.262359,25.214448,34.511094,24.777987,25.471245,36.343148,24.709818,25.444064,38.652367,24.886228,24.568247,24.269517,24.389490,23.432987,24.250511,24.080110,23.957997,23.782447,23.441933,19.738666,24.384453,0,0,1.166337,0.240477,-1.122046,-0.883686,-0.658460,-0.517611,-0.379717,1166.337393,240.476988,0.000000,0.000000,0.000000,0.000000,0.000000,56.871607,43.836065,57.169065,62.943196,56.408817,49.236114,44.032392,-1072.648639
6/20/2024 2:29:47 PM,25.676737,26.492917,36.286615,25.087113,25.460025,37.656579,24.498358,25.277033,33.755041,24.794656,25.131000,33.826656,24.778416,25.173740,25.515068,25.133057,26.767427,25.903798,25.127065,25.567088,24.496248,23.972752,25.696093,33.521667,25.087520,25.881206,33.473821,25.078605,25.290236,34.095909,24.257014,25.201116,34.607144,25.258213,25.636928,23.570430,-56793.228786,23.553459,34.861457,24.278048,25.223707,34.497760,24.800978,25.485067,36.345944,24.717028,25.464739,38.656261,24.911862,24.593212,24.280072,24.355858,23.457324,24.278012,24.089982,23.969704,23.819830,23.460306,19.719267,24.391801,1,1,1.125297,0.226359,-1.298353,-1.046532,-0.808830,-0.662071,-0.521223,1125.297437,226.359272,0.000000,0.000000,0.000000,0.000000,0.000000,57.068505,57.126696,66.423282,67.603120,56.704165,57.079227,57.126125,-1072.648639
6/20/2024 2:30:17 PM,25.691543,26.500405,36.293283,25.104909,25.474381,37.665011,24.503818,25.283626,33.734353,24.793937,25.152680,33.814725,24.782729,25.191762,25.510011,25.131424,26.765162,25.908831,25.128220,25.562761,24.496032,23.972536,25.698617,33.484616,25.075646,25.882816,33.447325,25.083875,25.288421,34.062491,24.249470,25.194272,34.610430,25.280758,25.655801,23.572645,-56794.986597,23.567600,34.855333,24.292854,25.243968,34.486027,24.811651,25.501663,36.343859,24.727703,25.470372,38.652185,24.889152,24.666131,24.266949,24.318239,23.417798,24.300609,24.100677,24.010874,23.837407,23.467115,19.675726,24.385778,0,0,1.134162,0.245730,-1.204782,-0.968393,-0.742838,-0.601004,-0.462454,1134.162068,245.730092,0.000000,0.000000,0.000000,0.000000,0.000000,57.724833,57.356410,66.390465,67.307773,56.605716,58.030901,57.290207,335.542369
6/20/2024 2:30:47 PM,25.698512,26.501892,36.288263,25.096114,25.483180,37.674928,24.505082,25.289687,33.706629,24.795887,25.136801,33.789924,24.782163,25.192567,25.491402,25.145486,26.776492,25.898046,25.135932,25.567726,24.496201,23.975684,25.706547,33.460970,25.085873,25.884354,33.418060,25.092731,25.282877,34.022044,24.243914,25.200154,34.591111,25.285055,25.662606,23.568014,-56795.962856,23.558153,34.852154,24.293268,25.245295,34.474550,24.812293,25.494081,36.325278,24.731090,25.489742,38.650141,24.823125,24.619981,24.247553,24.267017,23.329540,24.252133,24.085168,23.975429,23.848934,23.469018,19.580980,24.369820,1,1,1.134819,0.269369,-1.206095,-0.962811,-0.734958,-0.590826,-0.449977,1134.818707,269.369059,0.000000,0.000000,0.000000,0.000000,0.000000,43.646609,52.204240,62.813481,44.073782,43.774514,44.444923,55.321224,-1072.648639
6/20/2024 2:31:17 PM,25.692433,26.506536,36.295047,25.105343,25.486691,37.686148,24.500590,25.295484,33.684259,24.790711,25.132315,33.760149,24.784764,25.189453,25.497198,25.148086,26.774314,25.897234,25.144261,25.582898,24.499507,23.983346,25.703452,33.443321,25.096946,25.896778,33.400185,25.098318,25.289604,34.013616,24.250198,25.204140,34.560958,25.289274,25.658375,23.546794,-56796.873148,23.543813,34.842626,24.288108,25.257056,34.449994,24.812629,25.505836,36.332529,24.738059,25.484367,38.665805,24.823974,24.762446,24.275424,24.264891,23.371230,24.287560,24.113965,23.979259,23.822970,23.457943,19.547609,24.382804,0,0,1.121686,0.266086,-1.304591,-1.063933,-0.832469,-0.688337,-0.552741,1121.685922,266.085869,0.000000,0.000000,0.000000,0.000000,0.000000,59.201569,68.120180,104.260553,68.718877,62.906459,58.129351,84.954406,1076.800023
6/20/2024 2:31:47 PM,25.712722,26.514255,36.298592,25.115143,25.491915,37.720863,24.499416,25.298882,33.675697,24.786108,25.132971,33.762366,24.790682,25.190795,25.490317,25.144628,26.777778,25.905496,25.155279,25.594134,24.494518,23.987746,25.709434,33.429214,25.104993,25.911657,33.407196,25.097450,25.304274,34.009399,24.259863,25.206701,34.562219,25.287818,25.661029,23.546250,-56796.411106,23.534324,34.826413,24.283214,25.248287,34.426145,24.806825,25.503923,36.313685,24.736144,25.490448,38.687284,24.848904,24.865828,24.292598,24.264662,23.412983,24.285271,24.177869,23.996443,23.825263,23.387978,19.434955,24.394709,1,1,1.122999,0.236537,-1.281280,-1.037011,-0.805547,-0.662400,-0.526804,1122.999200,236.537160,0.000000,0.000000,0.000000,0.000000,0.000000,57.692016,57.093879,65.865403,67.635936,56.507266,57.899636,57.158941,-1072.648639
