Time,Relative Humidity [%],Relative Air Pressure [kPa],Wind Direction [deg],Precipitation Type,Wind Measurement Quality [%],Global Radiation [W/m2],Air Temperature [degC],Dew Point [degC],Wind Chill Temperature [degC],Wind Speed [m/s],Precipitation Accumulation [mm],A1,A2,A3,A5,A6,A7,B1,B2,B3,B5,B6,B7,C1,C2,C3,C5,C6,C7,D1,D2,D3,D5,D6,D7,E1,E2,E3,E5,E6,E7,F1,F2,F3,F5,F6,F7,G1,G2,G3,G5,G6,G7,H1,H2,H3,H5,H6,H7,SV1,SV2,SV4,SV5,SV6,Thermostat,SV2 New,SV3 New,IDU Return Air,Bath2 SV,IDU Distributor,IDU CoilInt,IDU CoilOut,IDU CoilIn,ODU CoilOut,ODU CompSuc,ODU CoilInt,ODU CoilIn,ODU CompDis,ODU Coil2,ODU Coil3,BGlobe,Kitchen Pyranometer [V] ,Living Room Pyranometer [V] ,Master Bedroom Pyranometer [V] ,Bedroom 2 Pyranometer [V] ,Bedroom 3 Pyranometer [V] ,Kitchen Irradiance [W/m2] ,Living Room Irradiance [W/m2],Master Bedroom Irradiance [W/m2],Bedroom 2 Irradiance [W/m2],Bedroom 3 Irradiance [W/m2],SV3 RH[%],BR3 RH [%],SV1 RH [%],BR1-SV1 RH [%],MB RH [%],SV2 RH [%],BR1 SV2 RH [%],BR3 SV RH [%],BTH SV RH [%],TstatRH [%]
6/20/2024 2:27:03 PM,65.500000,101.890000,40.000000,0.000000,100.000000,0.000000,31.200000,23.900000,34.500000,4.400000,0.000000,25.003582,25.927035,36.077645,23.996314,24.762316,37.479384,24.249190,25.032846,32.347023,24.045342,24.266135,31.898067,23.678881,24.255602,33.554423,24.197893,24.309266,25.227212,32.969731,23.941634,24.333306,32.237663,23.624395,24.283392,32.292387,24.310868,24.583715,31.576889,24.052756,24.186983,31.948178,22.876526,33.963827,24.732472,25.393815,34.654097,24.264426,24.749171,31.314126,24.006746,24.312739,34.863139,24.326477,24.596340,35.622380,24.273356,24.864448,36.661747,22.640600,22.385481,21.894390,20.748512,21.381130,22.386630,21.999552,12.880908,21.649689,12.536305,10.457076,7.079340,12.692442,33.516088,35.931112,19.601906,37.001957,67.588298,70.778421,46.460972,35.338615,25.027140,-0.314545,-0.344405,-0.338499,-0.267623,-0.047447,-714.545125,-744.404960,-738.498619,-667.622525,-447.447202,48.215626,51.235494,46.377445,48.511048,48.904944,-53.409535,61.772209,-114.364959,52.318708,53.139264
6/20/2024 2:27:33 PM,65.300000,101.880000,56.800000,0.000000,100.000000,0.000000,31.300000,23.900000,34.200000,2.900000,0.000000,24.999341,25.920748,36.117295,23.969151,24.757387,37.515579,24.230744,25.024718,32.367613,24.043841,24.261429,31.905830,23.658808,24.238072,33.548909,24.195705,24.277862,25.219179,32.965649,23.909519,24.302362,32.234025,23.612895,24.271221,32.281769,24.295035,24.579103,31.588581,24.050888,24.176642,31.958960,22.834462,33.983491,24.730327,25.381850,34.680456,24.265484,24.740850,31.318553,24.004368,24.295480,34.887023,24.334633,24.602661,35.637057,24.276933,24.875111,36.702505,22.588375,22.473231,21.839320,20.629852,21.359870,22.278502,21.881899,12.809503,21.613703,12.478468,10.424691,6.983006,12.813023,33.783704,36.085701,19.534307,37.032527,67.736382,71.012641,46.697731,35.385504,24.977091,-0.313889,-0.344077,-0.338499,-0.268279,-0.049744,-713.888865,-744.076830,-738.498619,-668.278785,-449.744113,41.847642,50.579001,46.377445,47.329360,40.731604,-129.529962,61.575261,-123.719994,52.614130,52.843842
6/20/2024 2:28:03 PM,65.300000,101.880000,56.800000,0.000000,100.000000,0.000000,31.300000,23.900000,34.200000,2.900000,0.000000,24.984322,25.914430,36.167188,23.946767,24.732066,37.571569,24.212724,25.007643,32.376014,24.024439,24.260127,31.909281,23.634804,24.228525,33.540668,24.190280,24.249462,25.202720,32.955524,23.873076,24.280375,32.229066,23.583997,24.234806,32.287844,24.289305,24.563080,31.596469,24.042178,24.167017,31.966617,22.802760,33.985000,24.696406,25.360998,34.688238,24.231759,24.716538,31.330225,23.978644,24.290838,34.903537,24.325412,24.597564,35.660702,24.273436,24.869559,36.737480,22.567096,22.378843,21.803046,20.725240,21.288303,22.280665,21.848620,12.775332,21.576951,12.434642,10.495321,6.952911,12.758902,33.930596,35.813331,19.633156,37.006952,67.877543,71.055358,46.483169,35.383302,24.955255,-0.322748,-0.354249,-0.352608,-0.285998,-0.071401,-722.748376,-754.248861,-752.608211,-685.997809,-471.400706,48.084327,54.386661,48.904944,48.182801,49.003418,287.605705,67.286750,348.922080,52.581305,52.679719
6/20/2024 2:28:33 PM,65.300000,101.880000,56.800000,0.000000,100.000000,0.000000,31.300000,23.900000,34.200000,2.900000,0.000000,24.954187,25.893254,36.225093,23.906483,24.704661,37.614609,24.189182,24.988027,32.376510,23.999742,24.228801,31.900312,23.613526,24.204526,33.520274,24.164218,24.229088,25.176902,32.938440,23.843747,24.261376,32.227721,23.553274,24.201149,32.293030,24.280611,24.561485,31.604820,24.044017,24.162214,31.969778,22.770149,33.998701,24.686351,25.347530,34.707520,24.226046,24.692529,31.319857,23.962159,24.270700,34.910940,24.319700,24.589109,35.673461,24.267494,24.865455,36.775873,22.544129,22.758504,21.721108,20.587268,21.274953,22.232388,21.816181,12.763377,21.540117,12.451804,10.521519,6.774349,12.986067,33.761359,35.300426,19.516836,36.741688,67.515377,70.696503,46.016677,35.202889,24.913087,-0.322092,-0.352280,-0.349655,-0.284357,-0.071401,-722.092116,-752.280081,-749.655041,-684.357159,-471.400706,44.670563,48.839294,45.622478,45.720952,46.049199,-136.718568,59.310360,-114.660381,52.450007,53.007966
6/20/2024 2:29:03 PM,65.300000,101.880000,56.800000,0.000000,100.000000,0.000000,31.300000,23.900000,34.200000,2.900000,0.000000,24.947963,25.872894,36.285802,23.878933,24.678072,37.651759,24.187757,24.975630,32.385692,23.994880,24.231270,31.907024,23.604533,24.200811,33.519326,24.157296,24.194829,25.162824,32.907045,23.803272,24.225975,32.241325,23.516444,24.163223,32.290644,24.254370,24.549906,31.604911,24.034488,24.163452,31.978883,22.728892,34.011773,24.658269,25.335480,34.704440,24.187630,24.636075,31.306150,23.846032,24.259767,34.908757,24.315637,24.596947,35.691632,24.264118,24.871459,36.816985,22.635651,22.295228,21.753400,20.335480,21.215786,22.617268,21.826370,12.695367,21.485822,12.366599,10.346532,6.778693,12.844643,33.335786,35.061402,19.546042,36.598020,67.211352,70.383532,45.565621,35.143623,24.885518,-0.310936,-0.339483,-0.332264,-0.262044,-0.048103,-710.935694,-739.483009,-732.264148,-662.044313,-448.103462,48.576697,52.482831,46.541568,48.576697,48.773645,221.923635,62.001981,261.674256,52.285883,52.745368
6/20/2024 2:29:33 PM,65.300000,101.880000,56.800000,0.000000,100.000000,0.000000,31.300000,23.900000,34.200000,2.900000,0.000000,24.932422,25.867196,36.301444,23.859460,24.670529,37.641520,24.165549,24.968549,32.403260,23.981140,24.225094,31.923933,23.593534,24.183871,33.493950,24.144477,24.176434,25.161837,32.883133,23.794947,24.216741,32.254991,23.502838,24.159943,32.307010,24.276051,24.561275,31.631222,24.045411,24.175060,32.009004,22.715494,34.005978,24.655105,25.321354,34.695964,24.167744,24.638860,31.312056,23.886866,24.228892,34.891549,24.313616,24.582571,35.697709,24.262326,24.874700,36.825056,22.651290,22.193367,21.741674,20.532877,21.174084,22.464451,21.860449,12.654064,21.502882,12.332080,10.284485,6.857900,12.527740,33.231077,35.419551,19.592314,36.703364,67.321218,70.579194,45.465257,35.180358,24.852387,-0.324061,-0.354577,-0.352608,-0.287310,-0.076651,-724.060897,-754.576991,-752.608211,-687.310329,-476.650789,43.751473,45.852251,45.556829,48.412574,48.740820,-175.648647,59.047762,-146.007954,52.351533,52.712544
6/20/2024 2:30:03 PM,65.300000,101.880000,56.800000,0.000000,100.000000,0.000000,31.300000,23.900000,34.200000,2.900000,0.000000,24.913349,25.869157,36.323911,23.851346,24.665403,37.620268,24.174617,24.983318,32.406771,23.983109,24.215841,31.936011,23.588166,24.185381,33.462185,24.134535,24.141956,25.145487,32.838253,23.759983,24.183182,32.246763,23.464642,24.131649,32.300135,24.265396,24.546965,31.631779,24.026045,24.150660,32.014742,22.695154,33.998269,24.643585,25.314877,34.688042,24.160564,24.627111,31.320777,23.904661,24.222858,34.877134,24.308956,24.586838,35.701208,24.266596,24.876678,36.816946,22.649918,22.212922,21.734774,20.379371,21.136749,22.433655,22.081123,12.627071,21.489759,12.305773,10.259711,6.810346,12.546063,33.430849,35.453118,19.594171,36.739460,67.453104,70.740224,45.607249,35.190764,24.820052,-0.311592,-0.341124,-0.333249,-0.264997,-0.052369,-711.591954,-741.123659,-733.248538,-664.997484,-452.369155,54.550784,53.303448,46.836990,49.725560,56.946984,306.217262,65.317271,320.331846,52.351533,52.548420
6/20/2024 2:30:33 PM,65.300000,101.880000,56.800000,0.000000,100.000000,0.000000,31.300000,23.900000,34.200000,2.900000,0.000000,24.905939,25.877280,36.362457,23.832230,24.661649,37.598793,24.147956,24.980253,32.410507,23.978205,24.206816,31.934342,23.564683,24.180937,33.419184,24.112682,24.123508,25.124564,32.787518,23.737852,24.164278,32.257902,23.434469,24.113201,32.310597,24.257715,24.540204,31.631657,24.009196,24.134274,32.010565,22.657350,34.001522,24.633402,25.303794,34.684792,24.156555,24.656969,31.333524,23.904316,24.203505,34.852157,24.309299,24.587409,35.711606,24.268541,24.896230,36.819734,22.668483,22.079927,21.670953,19.939747,21.134167,22.367170,21.860640,12.631720,21.451245,12.314184,10.324797,6.821951,12.711304,33.489886,35.721708,19.570302,36.879246,67.823188,71.139074,45.814640,35.248927,24.786761,-0.324717,-0.357530,-0.356218,-0.291904,-0.083542,-724.717157,-757.530162,-756.217642,-691.904150,-483.541523,48.248451,51.104196,45.720952,48.314100,48.609522,130.736796,61.969157,180.236353,52.121760,52.187349
6/20/2024 2:31:03 PM,65.300000,101.880000,56.800000,0.000000,100.000000,0.000000,31.300000,23.900000,34.200000,2.900000,0.000000,24.893942,25.880597,36.408356,23.819059,24.646671,37.603367,24.125174,24.969172,32.415355,23.956331,24.193198,31.934237,23.556779,24.170524,33.371672,24.096541,24.099266,25.110888,32.745261,23.705566,24.136144,32.258390,23.414779,24.099495,32.306806,24.276301,24.545277,31.648381,23.998924,24.137747,32.027276,22.626598,33.980816,24.621442,25.293222,34.669493,24.156950,24.646153,31.336847,23.877899,24.190618,34.832158,24.303970,24.584601,35.722726,24.270998,24.889307,36.836406,22.590001,21.981099,21.667833,20.339022,21.068109,22.230917,21.790079,12.603650,21.467472,12.297607,10.373747,6.748568,12.793796,33.641142,35.681108,19.584283,36.860592,68.063550,71.295481,46.092334,35.244754,24.749616,-0.322420,-0.352936,-0.350639,-0.286326,-0.078948,-722.420246,-752.936341,-750.639431,-686.325939,-478.947700,47.362185,51.202670,45.261407,48.445398,49.266015,115.703109,61.378313,117.409991,52.285883,52.679719
6/20/2024 2:31:33 PM,65.300000,101.880000,56.800000,0.000000,100.000000,0.000000,31.300000,23.900000,34.200000,2.900000,0.000000,24.867139,25.878725,36.470385,23.783714,24.635185,37.636958,24.124898,24.978043,32.416435,23.943453,24.174829,31.942304,23.527836,24.153987,33.332305,24.065112,24.074264,25.105140,32.715306,23.676417,24.124201,32.260834,23.368864,24.085947,32.306098,24.246042,24.539065,31.652407,23.987664,24.121910,32.029947,22.592097,33.973927,24.598171,25.281638,34.648272,24.143277,24.635011,31.346392,23.852301,24.167785,34.805791,24.286867,24.576204,35.751192,24.255725,24.880686,36.855215,22.611691,21.788788,21.616344,20.301473,21.039841,22.212379,21.806282,12.611255,21.467562,12.298169,10.354254,6.727254,12.966828,33.665483,35.952164,19.646351,37.035879,68.386669,71.657255,46.399867,35.337991,24.723455,-0.322748,-0.353264,-0.350968,-0.286654,-0.079932,-722.748376,-753.264471,-750.967561,-686.654069,-479.932091,56.651562,62.330228,52.646954,49.036242,51.793513,381.155840,77.823464,426.059888,52.285883,51.793453
6/20/2024 2:32:03 PM,65.300000,101.880000,56.800000,0.000000,100.000000,0.000000,31.300000,23.900000,34.200000,2.900000,0.000000,24.850246,25.856619,36.561280,23.773660,24.612563,37.684209,24.107521,24.957725,32.423670,23.919882,24.162722,31.935574,23.500575,24.143482,33.313010,24.047961,24.046303,25.091641,32.711243,23.656227,24.103572,32.271406,23.358298,24.059819,32.316443,24.249235,24.542027,31.659610,23.991776,24.109528,32.040974,22.562668,33.959417,24.569189,25.251783,34.634454,24.131904,24.603056,31.337445,23.839545,24.145647,34.789514,24.273894,24.556145,35.790397,24.238401,24.872075,36.877155,22.659564,21.856079,21.588099,20.575347,21.002569,22.306052,21.857920,12.616737,21.445989,12.314697,10.570894,7.584238,13.031188,33.470159,35.262678,20.947689,36.561700,67.355164,70.382756,46.753658,35.054086,24.711694,-0.311592,-0.340796,-0.333577,-0.265982,-0.056307,-711.591954,-740.795529,-733.576668,-665.981874,-456.306717,46.869815,47.756081,42.865207,48.051503,49.233190,-100.414470,58.817990,-115.809245,52.088935,51.366733
6/20/2024 2:32:33 PM,66.600000,101.870000,68.800000,0.000000,100.000000,0.000000,31.100000,24.100000,34.600000,3.100000,0.000000,24.832366,25.836495,36.656998,23.749320,24.586665,37.748534,24.092591,24.932760,32.429708,23.913196,24.156726,31.938239,23.479433,24.119621,33.314318,24.048379,24.017238,25.069041,32.716899,23.617509,24.063744,32.264005,23.316801,24.025486,32.313322,24.219267,24.527183,31.657611,23.984933,24.112995,32.032669,22.522711,33.971363,24.556655,25.241552,34.630023,24.087748,24.552993,31.339302,23.797424,24.143409,34.788445,24.268222,24.566495,35.870485,24.251964,24.881961,36.943014,22.568416,22.016549,21.597848,20.528342,20.996882,22.465910,21.760401,15.174049,21.429711,15.254128,12.732083,12.355655,13.703074,31.837710,32.980714,23.960388,35.044004,62.291170,65.154565,46.929326,34.236907,24.682460,-0.320123,-0.350311,-0.347030,-0.282388,-0.075666,-720.123336,-750.311301,-747.030000,-682.388378,-475.666398,46.935464,51.005722,44.572089,47.854555,49.134716,326.240276,61.476787,377.019941,52.548480,51.760629
6/20/2024 2:33:03 PM,66.600000,101.870000,68.800000,0.000000,100.000000,0.000000,31.100000,24.100000,34.600000,3.100000,0.000000,24.798934,25.805644,36.749130,23.725899,24.568320,37.807953,24.065979,24.909168,32.419314,23.879699,24.135844,31.928059,23.455998,24.098508,33.301696,24.018786,23.979032,25.051952,32.706379,23.592112,24.046619,32.259556,23.288635,23.992321,32.310224,24.183596,24.492451,31.660372,23.985448,24.099536,32.045792,22.488291,33.971471,24.545094,25.230693,34.649853,24.042499,24.497948,31.324970,23.601518,24.130005,34.798635,24.282529,24.574157,35.959780,24.251387,24.873381,37.015611,22.546570,22.116610,21.564212,20.921233,20.982342,22.472562,21.950728,16.248919,21.449969,16.338360,14.168014,13.444393,14.418790,30.450413,32.052003,25.427992,34.200733,57.817157,61.429514,46.700636,33.671245,24.660960,-0.324389,-0.356218,-0.356218,-0.294529,-0.090760,-724.389027,-756.217642,-756.217642,-694.529191,-490.760386,47.559133,51.465267,45.556829,48.379749,49.298840,-124.573435,62.658474,-132.123112,53.237798,51.760629
