date,DNI(W/m2),precipitation,rain,snowfall,snow_depth
2024-06-03 01:00:00+00:00,0,0,0,0,0
2024-06-03 02:00:00+00:00,0,0.2,0.2,0,0
2024-06-03 03:00:00+00:00,0,0,0,0,0
2024-06-03 04:00:00+00:00,0,0,0,0,0
2024-06-03 05:00:00+00:00,0,0,0,0,0
2024-06-03 06:00:00+00:00,0,0,0,0,0
2024-06-03 07:00:00+00:00,0,0,0,0,0
2024-06-03 08:00:00+00:00,0,0,0,0,0
2024-06-03 09:00:00+00:00,0,0,0,0,0
2024-06-03 10:00:00+00:00,0,0,0,0,0
2024-06-03 11:00:00+00:00,0,0,0,0,0
2024-06-03 12:00:00+00:00,0,0,0,0,0
2024-06-03 13:00:00+00:00,134.23906,0.1,0.1,0,0
2024-06-03 14:00:00+00:00,456.53912,0.1,0.1,0,0
2024-06-03 15:00:00+00:00,401.87723,0.1,0.1,0,0
2024-06-03 16:00:00+00:00,489.35327,0.1,0.1,0,0
2024-06-03 17:00:00+00:00,289.2688,0,0,0,0
2024-06-03 18:00:00+00:00,414.13657,0,0,0,0
2024-06-03 19:00:00+00:00,583.4363,0.1,0.1,0,0
2024-06-03 20:00:00+00:00,325.78366,0,0,0,0
2024-06-03 21:00:00+00:00,530.9153,0,0,0,0
2024-06-03 22:00:00+00:00,485.309,0.1,0.1,0,0
2024-06-03 23:00:00+00:00,221.97612,7.2,7.2,0,0
2024-06-04 00:00:00+00:00,0,8.7,8.7,0,0
2024-06-04 01:00:00+00:00,0,0,0,0,0
2024-06-04 02:00:00+00:00,0,0,0,0,0
2024-06-04 03:00:00+00:00,0,0,0,0,0
2024-06-04 04:00:00+00:00,0,3.8,3.8,0,0
2024-06-04 05:00:00+00:00,0,1,1,0,0
2024-06-04 06:00:00+00:00,0,0,0,0,0
2024-06-04 07:00:00+00:00,0,0.1,0.1,0,0
2024-06-04 08:00:00+00:00,0,0,0,0,0
2024-06-04 09:00:00+00:00,0,0,0,0,0
2024-06-04 10:00:00+00:00,0,0,0,0,0
2024-06-04 11:00:00+00:00,0,0,0,0,0
2024-06-04 12:00:00+00:00,32.4163,0,0,0,0
2024-06-04 13:00:00+00:00,328.17624,0,0,0,0
2024-06-04 14:00:00+00:00,2.376848,0,0,0,0
2024-06-04 15:00:00+00:00,270.6178,0,0,0,0
2024-06-04 16:00:00+00:00,288.14413,0.1,0.1,0,0
2024-06-04 17:00:00+00:00,668.18134,0,0,0,0
2024-06-04 18:00:00+00:00,329.1859,0,0,0,0
2024-06-04 19:00:00+00:00,394.91815,0,0,0,0
2024-06-04 20:00:00+00:00,622.97546,0.2,0.2,0,0
2024-06-04 21:00:00+00:00,594.80164,0.2,0.2,0,0
2024-06-04 22:00:00+00:00,411.80325,0.1,0.1,0,0
2024-06-04 23:00:00+00:00,554.71216,0,0,0,0
2024-06-05 00:00:00+00:00,562.91785,0,0,0,0
2024-06-05 01:00:00+00:00,302.23175,0,0,0,0
2024-06-05 02:00:00+00:00,0,0,0,0,0
2024-06-05 03:00:00+00:00,0,0,0,0,0
2024-06-05 04:00:00+00:00,0,0,0,0,0
2024-06-05 05:00:00+00:00,0,0,0,0,0
2024-06-05 06:00:00+00:00,0,0,0,0,0
2024-06-05 07:00:00+00:00,0,0,0,0,0
2024-06-05 08:00:00+00:00,0,0,0,0,0
2024-06-05 09:00:00+00:00,0,0,0,0,0
2024-06-05 10:00:00+00:00,0,0,0,0,0
2024-06-05 11:00:00+00:00,0,0,0,0,0
2024-06-05 12:00:00+00:00,10.7868805,0,0,0,0
2024-06-05 13:00:00+00:00,0,0.1,0.1,0,0
2024-06-05 14:00:00+00:00,335.05786,0,0,0,0
2024-06-05 15:00:00+00:00,201.72792,0,0,0,0
2024-06-05 16:00:00+00:00,225.84464,0,0,0,0
2024-06-05 17:00:00+00:00,262.3303,0,0,0,0
2024-06-05 18:00:00+00:00,634.4792,0,0,0,0
2024-06-05 19:00:00+00:00,638.7801,0,0,0,0
2024-06-05 20:00:00+00:00,778.60535,0,0,0,0
2024-06-05 21:00:00+00:00,775.62555,0,0,0,0
2024-06-05 22:00:00+00:00,686.4025,0,0,0,0
2024-06-05 23:00:00+00:00,677.23285,0,0,0,0
2024-06-06 00:00:00+00:00,555.7119,0,0,0,0
2024-06-06 01:00:00+00:00,278.29666,0,0,0,0
2024-06-06 02:00:00+00:00,13.844311,0,0,0,0
2024-06-06 03:00:00+00:00,0,0,0,0,0
2024-06-06 04:00:00+00:00,0,0,0,0,0
2024-06-06 05:00:00+00:00,0,0,0,0,0
2024-06-06 06:00:00+00:00,0,0,0,0,0
2024-06-06 07:00:00+00:00,0,0,0,0,0
2024-06-06 08:00:00+00:00,0,0,0,0,0
2024-06-06 09:00:00+00:00,0,0,0,0,0
2024-06-06 10:00:00+00:00,0,0,0,0,0
2024-06-06 11:00:00+00:00,0,0,0,0,0
2024-06-06 12:00:00+00:00,64.639694,0,0,0,0
2024-06-06 13:00:00+00:00,433.71188,0,0,0,0
2024-06-06 14:00:00+00:00,634.4282,0,0,0,0
2024-06-06 15:00:00+00:00,744.6405,0,0,0,0
2024-06-06 16:00:00+00:00,807.3857,0,0,0,0
2024-06-06 17:00:00+00:00,843.04846,0,0,0,0
2024-06-06 18:00:00+00:00,866.23737,0,0,0,0
2024-06-06 19:00:00+00:00,869.36633,0,0,0,0
2024-06-06 20:00:00+00:00,859.8295,0,0,0,0
2024-06-06 21:00:00+00:00,838.091,0,0,0,0
2024-06-06 22:00:00+00:00,801.41095,0,0,0,0
2024-06-06 23:00:00+00:00,731.52563,0,0,0,0
2024-06-07 00:00:00+00:00,608.66376,0,0,0,0
2024-06-07 01:00:00+00:00,394.45618,0,0,0,0
2024-06-07 02:00:00+00:00,27.25755,0,0,0,0
2024-06-07 03:00:00+00:00,0,0,0,0,0
2024-06-07 04:00:00+00:00,0,0,0,0,0
2024-06-07 05:00:00+00:00,0,0,0,0,0
2024-06-07 06:00:00+00:00,0,0,0,0,0
2024-06-07 07:00:00+00:00,0,0,0,0,0
2024-06-07 08:00:00+00:00,0,0,0,0,0
2024-06-07 09:00:00+00:00,0,0,0,0,0
2024-06-07 10:00:00+00:00,0,0,0,0,0
2024-06-07 11:00:00+00:00,0,0,0,0,0
2024-06-07 12:00:00+00:00,53.821434,0,0,0,0
2024-06-07 13:00:00+00:00,424.33112,0,0,0,0
2024-06-07 14:00:00+00:00,615.4739,0,0,0,0
2024-06-07 15:00:00+00:00,725.07416,0,0,0,0
2024-06-07 16:00:00+00:00,786.71606,0,0,0,0
2024-06-07 17:00:00+00:00,822.90436,0,0,0,0
2024-06-07 18:00:00+00:00,841.3325,0,0,0,0
2024-06-07 19:00:00+00:00,845.885,0,0,0,0
2024-06-07 20:00:00+00:00,832.2541,0,0,0,0
2024-06-07 21:00:00+00:00,807.67523,0,0,0,0
2024-06-07 22:00:00+00:00,765.4836,0,0,0,0
2024-06-07 23:00:00+00:00,691.97864,0,0,0,0
2024-06-08 00:00:00+00:00,567.56665,0,0,0,0
2024-06-08 01:00:00+00:00,357.7313,0,0,0,0
2024-06-08 02:00:00+00:00,13.490684,0,0,0,0
2024-06-08 03:00:00+00:00,0,0,0,0,0
2024-06-08 04:00:00+00:00,0,0,0,0,0
2024-06-08 05:00:00+00:00,0,0,0,0,0
2024-06-08 06:00:00+00:00,0,0,0,0,0
2024-06-08 07:00:00+00:00,0,0,0,0,0
2024-06-08 08:00:00+00:00,0,0,0,0,0
2024-06-08 09:00:00+00:00,0,0,0,0,0
2024-06-08 10:00:00+00:00,0,0,0,0,0
2024-06-08 11:00:00+00:00,0,0,0,0,0
2024-06-08 12:00:00+00:00,53.798832,0,0,0,0
2024-06-08 13:00:00+00:00,428.93073,0,0,0,0
2024-06-08 14:00:00+00:00,627.5049,0,0,0,0
2024-06-08 15:00:00+00:00,738.3785,0,0,0,0
2024-06-08 16:00:00+00:00,801.14124,0,0,0,0
2024-06-08 17:00:00+00:00,840.90906,0,0,0,0
2024-06-08 18:00:00+00:00,865.08716,0,0,0,0
2024-06-08 19:00:00+00:00,859.8592,0,0,0,0
2024-06-08 20:00:00+00:00,850.699,0,0,0,0
2024-06-08 21:00:00+00:00,834.5572,0,0,0,0
2024-06-08 22:00:00+00:00,790.1234,0,0,0,0
2024-06-08 23:00:00+00:00,701.07214,0,0,0,0
2024-06-09 00:00:00+00:00,563.1083,0,0,0,0
2024-06-09 01:00:00+00:00,371.5692,0,0,0,0
2024-06-09 02:00:00+00:00,13.357081,0,0,0,0
2024-06-09 03:00:00+00:00,0,0,0,0,0
2024-06-09 04:00:00+00:00,0,0,0,0,0
2024-06-09 05:00:00+00:00,0,0,0,0,0
2024-06-09 06:00:00+00:00,0,0,0,0,0
2024-06-09 07:00:00+00:00,0,0,0,0,0
2024-06-09 08:00:00+00:00,0,0,0,0,0
2024-06-09 09:00:00+00:00,0,0,0,0,0
2024-06-09 10:00:00+00:00,0,0,0,0,0
2024-06-09 11:00:00+00:00,0,0,0,0,0
2024-06-09 12:00:00+00:00,53.79806,0,0,0,0
2024-06-09 13:00:00+00:00,401.37616,0,0,0,0
2024-06-09 14:00:00+00:00,608.72046,0,0,0,0
2024-06-09 15:00:00+00:00,594.17847,0.1,0.1,0,0
2024-06-09 16:00:00+00:00,548.07153,0.1,0.1,0,0
2024-06-09 17:00:00+00:00,718.77783,0,0,0,0
2024-06-09 18:00:00+00:00,769.8626,0,0,0,0
2024-06-09 19:00:00+00:00,820.2384,0,0,0,0
2024-06-09 20:00:00+00:00,796.0162,0,0,0,0
2024-06-09 21:00:00+00:00,780.1913,0,0,0,0
2024-06-09 22:00:00+00:00,712.7163,0,0,0,0
2024-06-09 23:00:00+00:00,599.5748,0,0,0,0
2024-06-10 00:00:00+00:00,499.2282,0,0,0,0
2024-06-10 01:00:00+00:00,357.75253,0,0,0,0
2024-06-10 02:00:00+00:00,13.231094,0,0,0,0
2024-06-10 03:00:00+00:00,0,0,0,0,0
2024-06-10 04:00:00+00:00,0,0,0,0,0
2024-06-10 05:00:00+00:00,0,0,0,0,0
2024-06-10 06:00:00+00:00,0,0,0,0,0
2024-06-10 07:00:00+00:00,0,0,0,0,0
2024-06-10 08:00:00+00:00,0,0,0,0,0
2024-06-10 09:00:00+00:00,0,0,0,0,0
2024-06-10 10:00:00+00:00,0,0,0,0,0
2024-06-10 11:00:00+00:00,0,0,0,0,0
2024-06-10 12:00:00+00:00,53.817856,0,0,0,0
2024-06-10 13:00:00+00:00,147.72139,0.7,0.7,0,0
2024-06-10 14:00:00+00:00,197.46011,0,0,0,0
2024-06-10 15:00:00+00:00,489.32755,0,0,0,0
2024-06-10 16:00:00+00:00,602.7877,0,0,0,0
2024-06-10 17:00:00+00:00,540.5633,1.8,1.8,0,0
2024-06-10 18:00:00+00:00,679.83295,0,0,0,0
2024-06-10 19:00:00+00:00,752.3341,0,0,0,0
2024-06-10 20:00:00+00:00,417.68536,0,0,0,0
2024-06-10 21:00:00+00:00,648.1805,0,0,0,0
2024-06-10 22:00:00+00:00,740.07874,0,0,0,0
2024-06-10 23:00:00+00:00,676.1246,0.4,0.4,0,0
2024-06-11 00:00:00+00:00,551.83215,0.8,0.8,0,0
2024-06-11 01:00:00+00:00,224.01816,0,0,0,0
2024-06-11 02:00:00+00:00,13.11341,0,0,0,0
2024-06-11 03:00:00+00:00,0,0,0,0,0
2024-06-11 04:00:00+00:00,0,0,0,0,0
2024-06-11 05:00:00+00:00,0,0,0,0,0
2024-06-11 06:00:00+00:00,0,0,0,0,0
2024-06-11 07:00:00+00:00,0,0,0,0,0
2024-06-11 08:00:00+00:00,0,0,0,0,0
2024-06-11 09:00:00+00:00,0,0,0,0,0
2024-06-11 10:00:00+00:00,0,0,0,0,0
2024-06-11 11:00:00+00:00,0,0,0,0,0
2024-06-11 12:00:00+00:00,53.85757,0,0,0,0
2024-06-11 13:00:00+00:00,397.35706,0,0,0,0
2024-06-11 14:00:00+00:00,587.99994,0,0,0,0
2024-06-11 15:00:00+00:00,624.27075,0,0,0,0
2024-06-11 16:00:00+00:00,682.2548,0,0,0,0
2024-06-11 17:00:00+00:00,670.77454,0,0,0,0
2024-06-11 18:00:00+00:00,699.5026,0,0,0,0
2024-06-11 19:00:00+00:00,639.9816,0,0,0,0
2024-06-11 20:00:00+00:00,663.85956,0,0,0,0
2024-06-11 21:00:00+00:00,640.88654,0,0,0,0
2024-06-11 22:00:00+00:00,554.4584,0.3,0.3,0,0
2024-06-11 23:00:00+00:00,110.19685,4.8,4.8,0,0
2024-06-12 00:00:00+00:00,0,0.6,0.6,0,0
2024-06-12 01:00:00+00:00,10.851527,0,0,0,0
2024-06-12 02:00:00+00:00,0,0,0,0,0
2024-06-12 03:00:00+00:00,0,0,0,0,0
2024-06-12 04:00:00+00:00,0,0,0,0,0
2024-06-12 05:00:00+00:00,0,0,0,0,0
2024-06-12 06:00:00+00:00,0,0,0,0,0
2024-06-12 07:00:00+00:00,0,0,0,0,0
2024-06-12 08:00:00+00:00,0,0,0,0,0
2024-06-12 09:00:00+00:00,0,0,0,0,0
2024-06-12 10:00:00+00:00,0,0,0,0,0
2024-06-12 11:00:00+00:00,0,0,0,0,0
2024-06-12 12:00:00+00:00,10.783188,0.1,0.1,0,0
2024-06-12 13:00:00+00:00,249.79703,0,0,0,0
2024-06-12 14:00:00+00:00,304.94522,0,0,0,0
2024-06-12 15:00:00+00:00,604.8851,0,0,0,0
2024-06-12 16:00:00+00:00,392.603,0.1,0.1,0,0
2024-06-12 17:00:00+00:00,356.7718,0.2,0.2,0,0
2024-06-12 18:00:00+00:00,197.64717,0.1,0.1,0,0
2024-06-12 19:00:00+00:00,573.1659,0.1,0.1,0,0
2024-06-12 20:00:00+00:00,710.56464,0,0,0,0
2024-06-12 21:00:00+00:00,641.60815,0,0,0,0
2024-06-12 22:00:00+00:00,676.9607,0,0,0,0
2024-06-12 23:00:00+00:00,587.8809,0,0,0,0
2024-06-13 00:00:00+00:00,484.50195,0,0,0,0
2024-06-13 01:00:00+00:00,102.40321,0,0,0,0
2024-06-13 02:00:00+00:00,12.892643,0,0,0,0
2024-06-13 03:00:00+00:00,0,0,0,0,0
2024-06-13 04:00:00+00:00,0,0,0,0,0
2024-06-13 05:00:00+00:00,0,0,0,0,0
2024-06-13 06:00:00+00:00,0,0,0,0,0
2024-06-13 07:00:00+00:00,0,0,0,0,0
2024-06-13 08:00:00+00:00,0,0,0,0,0
2024-06-13 09:00:00+00:00,0,0,0,0,0
2024-06-13 10:00:00+00:00,0,0,0,0,0
2024-06-13 11:00:00+00:00,0,0,0,0,0
2024-06-13 12:00:00+00:00,43.194168,0,0,0,0
2024-06-13 13:00:00+00:00,389.1355,0,0,0,0
2024-06-13 14:00:00+00:00,598.5042,0,0,0,0
2024-06-13 15:00:00+00:00,712.1567,0,0,0,0
2024-06-13 16:00:00+00:00,785.52423,0,0,0,0
2024-06-13 17:00:00+00:00,744.0054,0.1,0.1,0,0
2024-06-13 18:00:00+00:00,684.04034,0,0,0,0
2024-06-13 19:00:00+00:00,685.2797,0,0,0,0
2024-06-13 20:00:00+00:00,707.18286,0,0,0,0
2024-06-13 21:00:00+00:00,687.98126,0,0,0,0
2024-06-13 22:00:00+00:00,646.87244,0,0,0,0
2024-06-13 23:00:00+00:00,655.58276,0,0,0,0
2024-06-14 00:00:00+00:00,552.18475,0,0,0,0
2024-06-14 01:00:00+00:00,380.2446,0,0,0,0
2024-06-14 02:00:00+00:00,25.586945,0,0,0,0
2024-06-14 03:00:00+00:00,0,0,0,0,0
2024-06-14 04:00:00+00:00,0,0,0,0,0
2024-06-14 05:00:00+00:00,0,0,0,0,0
2024-06-14 06:00:00+00:00,0,0,0,0,0
2024-06-14 07:00:00+00:00,0,0,0,0,0
2024-06-14 08:00:00+00:00,0,0,0,0,0
2024-06-14 09:00:00+00:00,0,0,0,0,0
2024-06-14 10:00:00+00:00,0,0,0,0,0
2024-06-14 11:00:00+00:00,0,0,0,0,0
2024-06-14 12:00:00+00:00,54.08824,0,0,0,0
2024-06-14 13:00:00+00:00,399.07825,0,0,0,0
2024-06-14 14:00:00+00:00,606.25366,0,0,0,0
2024-06-14 15:00:00+00:00,722.5044,0,0,0,0
2024-06-14 16:00:00+00:00,629.7377,0,0,0,0
2024-06-14 17:00:00+00:00,721.7439,0,0,0,0
2024-06-14 18:00:00+00:00,772.0584,0,0,0,0
2024-06-14 19:00:00+00:00,751.89874,0,0,0,0
2024-06-14 20:00:00+00:00,821.6411,0,0,0,0
2024-06-14 21:00:00+00:00,712.6504,0,0,0,0
2024-06-14 22:00:00+00:00,654.2555,0,0,0,0
2024-06-14 23:00:00+00:00,656.2862,0,0,0,0
2024-06-15 00:00:00+00:00,599.1715,0,0,0,0
2024-06-15 01:00:00+00:00,377.97018,0,0,0,0
2024-06-15 02:00:00+00:00,25.400543,0,0,0,0
2024-06-15 03:00:00+00:00,0,0,0,0,0
2024-06-15 04:00:00+00:00,0,0,0,0,0
2024-06-15 05:00:00+00:00,0,0,0,0,0
2024-06-15 06:00:00+00:00,0,0,0,0,0
2024-06-15 07:00:00+00:00,0,0,0,0,0
2024-06-15 08:00:00+00:00,0,0,0,0,0
2024-06-15 09:00:00+00:00,0,0,0,0,0
2024-06-15 10:00:00+00:00,0,0,0,0,0
2024-06-15 11:00:00+00:00,0,0,0,0,0
2024-06-15 12:00:00+00:00,54.20029,0,0,0,0
2024-06-15 13:00:00+00:00,432.40195,0,0,0,0
2024-06-15 14:00:00+00:00,633.19617,0,0,0,0
2024-06-15 15:00:00+00:00,742.7866,0,0,0,0
2024-06-15 16:00:00+00:00,786.24335,0,0,0,0
2024-06-15 17:00:00+00:00,812.88666,0,0,0,0
2024-06-15 18:00:00+00:00,813.5277,0,0,0,0
2024-06-15 19:00:00+00:00,825.58936,0,0,0,0
2024-06-15 20:00:00+00:00,813.0426,0,0,0,0
2024-06-15 21:00:00+00:00,820.49994,0,0,0,0
2024-06-15 22:00:00+00:00,712.3438,0,0,0,0
2024-06-15 23:00:00+00:00,552.6607,0,0,0,0
2024-06-16 00:00:00+00:00,363.6903,0,0,0,0
2024-06-16 01:00:00+00:00,391.7272,0,0,0,0
2024-06-16 02:00:00+00:00,25.227118,0,0,0,0
2024-06-16 03:00:00+00:00,0,0,0,0,0
2024-06-16 04:00:00+00:00,0,0,0,0,0
2024-06-16 05:00:00+00:00,0,0,0,0,0
2024-06-16 06:00:00+00:00,0,0,0,0,0
2024-06-16 07:00:00+00:00,0,0,0,0,0
2024-06-16 08:00:00+00:00,0,0,0,0,0
2024-06-16 09:00:00+00:00,0,0,0,0,0
2024-06-16 10:00:00+00:00,0,0,0,0,0
2024-06-16 11:00:00+00:00,0,0,0,0,0
2024-06-16 12:00:00+00:00,54.328335,0,0,0,0
2024-06-16 13:00:00+00:00,391.40683,0,0,0,0
2024-06-16 14:00:00+00:00,612.41315,0,0,0,0
2024-06-16 15:00:00+00:00,695.5581,0,0,0,0
2024-06-16 16:00:00+00:00,751.4752,0,0,0,0
2024-06-16 17:00:00+00:00,836.71155,0,0,0,0
2024-06-16 18:00:00+00:00,864.3346,0,0,0,0
2024-06-16 19:00:00+00:00,871.99817,0,0,0,0
2024-06-16 20:00:00+00:00,858.653,0,0,0,0
2024-06-16 21:00:00+00:00,601.3709,0,0,0,0
2024-06-16 22:00:00+00:00,506.46432,0,0,0,0
2024-06-16 23:00:00+00:00,444.24716,0,0,0,0
2024-06-17 00:00:00+00:00,497.31033,0,0,0,0
2024-06-17 01:00:00+00:00,321.21637,0,0,0,0
2024-06-17 02:00:00+00:00,25.066906,0,0,0,0
2024-06-17 03:00:00+00:00,0,0,0,0,0
2024-06-17 04:00:00+00:00,0,0,0,0,0
2024-06-17 05:00:00+00:00,0,0,0,0,0
2024-06-17 06:00:00+00:00,0,0,0,0,0
2024-06-17 07:00:00+00:00,0,0,0,0,0
2024-06-17 08:00:00+00:00,0,0.1,0.1,0,0
2024-06-17 09:00:00+00:00,0,0,0,0,0
2024-06-17 10:00:00+00:00,0,0,0,0,0
2024-06-17 11:00:00+00:00,0,0,0,0,0
2024-06-17 12:00:00+00:00,43.577663,0,0,0,0
2024-06-17 13:00:00+00:00,387.67545,0,0,0,0
2024-06-17 14:00:00+00:00,512.5879,0.1,0.1,0,0
2024-06-17 15:00:00+00:00,486.62637,0,0,0,0
2024-06-17 16:00:00+00:00,731.0249,0,0,0,0
2024-06-17 17:00:00+00:00,758.3319,0,0,0,0
2024-06-17 18:00:00+00:00,722.6088,0,0,0,0
2024-06-17 19:00:00+00:00,751.70575,0,0,0,0
2024-06-17 20:00:00+00:00,677.1505,2,2,0,0
2024-06-17 21:00:00+00:00,424.61337,0.1,0.1,0,0
2024-06-17 22:00:00+00:00,552.6526,0.1,0.1,0,0
2024-06-17 23:00:00+00:00,583.5911,0.3,0.3,0,0
2024-06-18 00:00:00+00:00,359.50262,0,0,0,0
2024-06-18 01:00:00+00:00,351.0978,0,0,0,0
2024-06-18 02:00:00+00:00,12.460882,0,0,0,0
2024-06-18 03:00:00+00:00,0,0,0,0,0
2024-06-18 04:00:00+00:00,0,0,0,0,0
2024-06-18 05:00:00+00:00,0,0,0,0,0
2024-06-18 06:00:00+00:00,0,0,0,0,0
2024-06-18 07:00:00+00:00,0,0,0,0,0
2024-06-18 08:00:00+00:00,0,0,0,0,0
2024-06-18 09:00:00+00:00,0,0,0,0,0
2024-06-18 10:00:00+00:00,0,0,0,0,0
2024-06-18 11:00:00+00:00,0,0,0,0,0
2024-06-18 12:00:00+00:00,43.70509,0,0,0,0
2024-06-18 13:00:00+00:00,351.22232,0,0,0,0
2024-06-18 14:00:00+00:00,412.54218,0,0,0,0
2024-06-18 15:00:00+00:00,655.4429,0,0,0,0
2024-06-18 16:00:00+00:00,719.69635,0,0,0,0
2024-06-18 17:00:00+00:00,758.58185,0,0,0,0
2024-06-18 18:00:00+00:00,560.1494,0,0,0,0
2024-06-18 19:00:00+00:00,642.5538,0.7,0.7,0,0
2024-06-18 20:00:00+00:00,587.41125,0.2,0.2,0,0
2024-06-18 21:00:00+00:00,626.9426,0.3,0.3,0,0
2024-06-18 22:00:00+00:00,498.99646,0.1,0.1,0,0
2024-06-18 23:00:00+00:00,536.8616,0,0,0,0
2024-06-19 00:00:00+00:00,462.3569,0,0,0,0
2024-06-19 01:00:00+00:00,219.11153,0.1,0.1,0,0
2024-06-19 02:00:00+00:00,12.3938265,0,0,0,0
2024-06-19 03:00:00+00:00,0,0,0,0,0
2024-06-19 04:00:00+00:00,0,0,0,0,0
2024-06-19 05:00:00+00:00,0,0,0,0,0
2024-06-19 06:00:00+00:00,0,0,0,0,0
2024-06-19 07:00:00+00:00,0,0,0,0,0
2024-06-19 08:00:00+00:00,0,0,0,0,0
2024-06-19 09:00:00+00:00,0,0,0,0,0
2024-06-19 10:00:00+00:00,0,0,0,0,0
2024-06-19 11:00:00+00:00,0,0,0,0,0
2024-06-19 12:00:00+00:00,10.961084,0.2,0.2,0,0
2024-06-19 13:00:00+00:00,131.49045,0.2,0.2,0,0
2024-06-19 14:00:00+00:00,60.04782,0.5,0.5,0,0
2024-06-19 15:00:00+00:00,42.96397,1.7,1.7,0,0
2024-06-19 16:00:00+00:00,1.3045485,0.7,0.7,0,0
2024-06-19 17:00:00+00:00,5.6210637,1.6,1.6,0,0
2024-06-19 18:00:00+00:00,0,2.3,2.3,0,0
2024-06-19 19:00:00+00:00,0,1.8,1.8,0,0
2024-06-19 20:00:00+00:00,15.619104,0.1,0.1,0,0
2024-06-19 21:00:00+00:00,114.86947,0.1,0.1,0,0
2024-06-19 22:00:00+00:00,0,0,0,0,0
2024-06-19 23:00:00+00:00,95.33441,0,0,0,0
2024-06-20 00:00:00+00:00,27.739916,0.4,0.4,0,0
2024-06-20 01:00:00+00:00,0,0.9,0.9,0,0
2024-06-20 02:00:00+00:00,0,1.2,1.2,0,0
2024-06-20 03:00:00+00:00,0,1,1,0,0
2024-06-20 04:00:00+00:00,0,0.1,0.1,0,0
2024-06-20 05:00:00+00:00,0,0.1,0.1,0,0
2024-06-20 06:00:00+00:00,0,0,0,0,0
2024-06-20 07:00:00+00:00,0,0,0,0,0
2024-06-20 08:00:00+00:00,0,0,0,0,0
2024-06-20 09:00:00+00:00,0,0,0,0,0
2024-06-20 10:00:00+00:00,0,0,0,0,0
2024-06-20 11:00:00+00:00,0,0,0,0,0
2024-06-20 12:00:00+00:00,10.998614,0,0,0,0
2024-06-20 13:00:00+00:00,324.9981,0,0,0,0
2024-06-20 14:00:00+00:00,442.6105,0,0,0,0
2024-06-20 15:00:00+00:00,377.1088,0,0,0,0
2024-06-20 16:00:00+00:00,138.36432,0,0,0,0
2024-06-20 17:00:00+00:00,602.79346,0.1,0.1,0,0
2024-06-20 18:00:00+00:00,615.2167,0,0,0,0
2024-06-20 19:00:00+00:00,670.80615,0,0,0,0
2024-06-20 20:00:00+00:00,668.36304,0,0,0,0
2024-06-20 21:00:00+00:00,582.07196,0.8,0.8,0,0
2024-06-20 22:00:00+00:00,397.31607,0.1,0.1,0,0
2024-06-20 23:00:00+00:00,654.74963,0.3,0.3,0,0
2024-06-21 00:00:00+00:00,433.01654,0,0,0,0
2024-06-21 01:00:00+00:00,352.05136,0,0,0,0
2024-06-21 02:00:00+00:00,24.565727,0,0,0,0
2024-06-21 03:00:00+00:00,0,0,0,0,0
2024-06-21 04:00:00+00:00,0,0,0,0,0
2024-06-21 05:00:00+00:00,0,0,0,0,0
2024-06-21 06:00:00+00:00,0,0,0,0,0
2024-06-21 07:00:00+00:00,0,0,0,0,0
2024-06-21 08:00:00+00:00,0,0,0,0,0
2024-06-21 09:00:00+00:00,0,0,0,0,0
2024-06-21 10:00:00+00:00,0,0,0,0,0
2024-06-21 11:00:00+00:00,0,0,0,0,0
2024-06-21 12:00:00+00:00,33.11823,0,0,0,0
2024-06-21 13:00:00+00:00,288.23453,0,0,0,0
2024-06-21 14:00:00+00:00,575.8144,0,0,0,0
2024-06-21 15:00:00+00:00,662.23236,0,0,0,0
2024-06-21 16:00:00+00:00,736.6583,0,0,0,0
2024-06-21 17:00:00+00:00,742.5244,0,0,0,0
2024-06-21 18:00:00+00:00,716.84436,0,0,0,0
2024-06-21 19:00:00+00:00,722.32776,0,0,0,0
2024-06-21 20:00:00+00:00,750.4715,0,0,0,0
2024-06-21 21:00:00+00:00,578.44354,1,1,0,0
2024-06-21 22:00:00+00:00,444.879,0,0,0,0
2024-06-21 23:00:00+00:00,572.569,0,0,0,0
2024-06-22 00:00:00+00:00,525.3435,0.2,0.2,0,0
2024-06-22 01:00:00+00:00,304.45682,0,0,0,0
2024-06-22 02:00:00+00:00,24.471739,0,0,0,0
2024-06-22 03:00:00+00:00,0,0,0,0,0
2024-06-22 04:00:00+00:00,0,0,0,0,0
2024-06-22 05:00:00+00:00,0,0,0,0,0
2024-06-22 06:00:00+00:00,0,0,0,0,0
2024-06-22 07:00:00+00:00,0,0,0,0,0
2024-06-22 08:00:00+00:00,0,0,0,0,0
2024-06-22 09:00:00+00:00,0,0,0,0,0
2024-06-22 10:00:00+00:00,0,0,0,0,0
2024-06-22 11:00:00+00:00,0,0,0,0,0
2024-06-22 12:00:00+00:00,44.339405,0,0,0,0
2024-06-22 13:00:00+00:00,379.35437,0,0,0,0
2024-06-22 14:00:00+00:00,567.15204,0,0,0,0
2024-06-22 15:00:00+00:00,643.0398,0,0,0,0
2024-06-22 16:00:00+00:00,722.7763,0,0,0,0
2024-06-22 17:00:00+00:00,763.0874,0,0,0,0
2024-06-22 18:00:00+00:00,702.48254,0,0,0,0
2024-06-22 19:00:00+00:00,645.55853,0,0,0,0
2024-06-22 20:00:00+00:00,729.53296,0,0,0,0
2024-06-22 21:00:00+00:00,786.1271,0,0,0,0
