datetime,epoch_timestamp,register_29,register_33
2025-06-02 02:48:37,1748850517,3717015855,11248253069
2025-06-02 02:49:37,1748850577,3717016916,11248253071
2025-06-02 02:50:37,1748850637,3717017974,11248253073
2025-06-02 02:51:37,1748850697,3717019036,11248253075
2025-06-02 02:52:37,1748850757,3717020095,11248253076
2025-06-02 02:53:37,1748850817,3717021152,11248253077
2025-06-02 02:54:37,1748850877,3717022209,11248253078
2025-06-02 02:55:37,1748850937,3717023269,11248253080
2025-06-02 02:56:37,1748850997,3717024328,11248253082
2025-06-02 02:57:37,1748851057,3717025387,11248253084
2025-06-02 02:58:37,1748851117,3717026446,11248253086
2025-06-02 02:59:37,1748851177,3717027506,11248253087
2025-06-02 03:00:37,1748851237,3717028564,11248253089
2025-06-02 03:01:37,1748851297,3717029620,11248253092
2025-06-02 03:02:37,1748851357,3717030675,11248253095
2025-06-02 03:03:37,1748851417,3717031732,11248253099
2025-06-02 03:04:37,1748851477,3717032785,11248253102
2025-06-02 03:05:37,1748851537,3717033841,11248253107
2025-06-02 03:06:37,1748851597,3717034895,11248253110
2025-06-02 03:07:37,1748851657,3717035946,11248253114
2025-06-02 03:08:37,1748851717,3717037001,11248253117
2025-06-02 03:09:37,1748851777,3717038055,11248253121
2025-06-02 03:10:37,1748851837,3717039110,11248253124
2025-06-02 03:11:37,1748851897,3717040162,11248253128
2025-06-02 03:12:37,1748851957,3717041218,11248253130
2025-06-02 03:13:37,1748852017,3717042271,11248253133
2025-06-02 03:14:37,1748852077,3717043326,11248253137
2025-06-02 03:15:37,1748852137,3717044379,11248253140
2025-06-02 03:16:37,1748852197,3717045433,11248253142
2025-06-02 03:17:37,1748852257,3717057657,11248323437
2025-06-02 03:18:37,1748852317,3717077372,11248417575
2025-06-02 03:19:37,1748852377,3717097070,11248511745
2025-06-02 03:20:37,1748852437,3717116757,11248605911
2025-06-02 03:21:37,1748852497,3717136446,11248700105
2025-06-02 03:22:37,1748852557,3717156122,11248792989
2025-06-02 03:23:37,1748852617,3717175493,11248792994
2025-06-02 03:24:37,1748852677,3717186186,11248792996
2025-06-02 03:25:37,1748852737,3717187248,11248793000
2025-06-02 03:26:37,1748852797,3717188307,11248793004
2025-06-02 03:27:37,1748852857,3717189365,11248793007
2025-06-02 03:28:37,1748852917,3717190426,11248793008
2025-06-02 03:29:37,1748852977,3717191486,11248793011
2025-06-02 03:30:37,1748853037,3717192544,11248793013
2025-06-02 03:31:37,1748853097,3717193601,11248793014
2025-06-02 03:32:37,1748853157,3717194661,11248793017
2025-06-02 03:33:37,1748853217,3717195722,11248793018
2025-06-02 03:34:37,1748853277,3717196787,11248793020
2025-06-02 03:35:37,1748853337,3717197848,11248793021
2025-06-02 03:36:37,1748853397,3717198906,11248793024
2025-06-02 03:37:37,1748853457,3717199966,11248793026
2025-06-02 03:38:37,1748853517,3717201027,11248793029
2025-06-02 03:39:37,1748853577,3717202088,11248793031
2025-06-02 03:40:37,1748853637,3717203145,11248793033
2025-06-02 03:41:37,1748853697,3717204204,11248793035
2025-06-02 03:42:37,1748853757,3717205262,11248793037
2025-06-02 03:43:37,1748853817,3717206323,11248793039
2025-06-02 03:44:37,1748853877,3717207381,11248793042
2025-06-02 03:45:37,1748853937,3717208440,11248793044
2025-06-02 03:46:37,1748853997,3717209496,11248793046
2025-06-02 03:47:37,1748854057,3717210555,11248793048
2025-06-02 03:48:37,1748854117,3717211613,11248793050
2025-06-02 03:49:37,1748854177,3717212671,11248793053
2025-06-02 03:50:37,1748854237,3717213726,11248793054
2025-06-02 03:51:37,1748854297,3717214778,11248793056
2025-06-02 03:52:37,1748854357,3717215833,11248793058
2025-06-02 03:53:37,1748854417,3717216887,11248793061
2025-06-02 03:54:37,1748854477,3717217942,11248793063
2025-06-02 03:55:37,1748854537,3717218997,11248793066
2025-06-02 03:56:37,1748854597,3717220053,11248793068
2025-06-02 03:57:37,1748854657,3717221106,11248793070
2025-06-02 03:58:37,1748854717,3717228863,11248840838
2025-06-02 03:59:37,1748854777,3717248620,11248934654
2025-06-02 04:00:37,1748854837,3717268348,11249028540
2025-06-02 04:01:37,1748854897,3717288069,11249122362
2025-06-02 04:02:37,1748854957,3717307773,11249216160
2025-06-02 04:03:37,1748855017,3717327482,11249309889
2025-06-02 04:04:37,1748855077,3717347048,11249355116
2025-06-02 04:05:37,1748855137,3717366349,11249355118
2025-06-02 04:06:37,1748855197,3717367910,11249355121
2025-06-02 04:07:37,1748855257,3717368966,11249355123
2025-06-02 04:08:37,1748855317,3717370009,11249355123
2025-06-02 04:09:37,1748855377,3717371054,11249355126
2025-06-02 04:10:37,1748855437,3717372096,11249355128
2025-06-02 04:11:37,1748855497,3717373141,11249355130
2025-06-02 04:12:37,1748855557,3717374184,11249355131
2025-06-02 04:13:37,1748855617,3717375229,11249355134
2025-06-02 04:14:37,1748855677,3717376270,11249355137
2025-06-02 04:15:37,1748855737,3717377315,11249355138
2025-06-02 04:16:37,1748855797,3717378358,11249355141
