Date & Time,Air Temperature [degC],Thermostat,EIR,Capacity_W,Power_kW
2024-06-06 12:45:00,31.912499999999998,27.843414125,0.19095872697255112,7335.600810622394,1.400457778
2024-06-06 13:00:00,31.8,28.75533085714286,0.181235220554117,7729.713262455445,1.400457778
2024-06-06 13:45:00,32.262499999999996,28.85035975,0.18295386424668544,7691.995375655484,1.407061111
2024-06-06 14:00:00,32.31428571428571,28.34425142857143,0.18840857962973762,7468.683857445961,1.4070611109999998
2024-06-06 14:45:00,33.1,26.9894075,0.20628710844896794,9102.31124925951,1.877688889
2024-06-06 15:00:00,32.73571428571429,23.55659442857143,0.23102686996943644,7848.133749789442,1.806495873
2024-06-06 15:15:00,32.8,22.573909714285715,0.2388297438691819,7340.596525991165,1.753101111
2024-06-06 15:30:00,32.975,22.854484,0.2381761416656444,7933.298733671752,1.88934
2024-06-06 15:45:00,33.0,22.478672999999997,0.24080424184633456,7846.008226593431,1.88934
2024-06-06 16:15:00,33.4625,26.162746625,0.21601069217856844,8017.943774944351,1.731511111
2024-06-06 16:30:00,33.32666666666667,26.337538,0.21359134448563158,8582.316391136486,1.8333991109999999
2024-06-06 16:45:00,33.3,26.068105857142857,0.21582346647236775,8908.149281970984,1.922551111
2024-06-07 18:30:00,33.525,26.6853485,0.21179686361234168,9135.1609757693,1.934782222
2024-06-07 18:45:00,33.5,26.402758714285714,0.21417323608248193,9008.931230370277,1.929338412857143
2024-06-07 19:00:00,33.42666666666666,25.948766999999997,0.21767866201738617,8815.968796221512,1.9189805927999999
2024-06-07 19:15:00,33.25333333333334,25.486921866666666,0.22045579197463158,8632.847516618956,1.9031409631999998
2024-06-07 19:30:00,33.10666666666667,25.026161533333333,0.22324895386288596,8413.499449736179,1.8782828893333334
2024-06-07 19:45:00,32.75333333333334,24.587398466666667,0.22437247737285437,8243.219141985866,1.8494688893333333
2024-06-07 20:00:00,32.32666666666667,24.1273584,0.22507266694876663,8112.690655764724,1.8259425186666667
2024-06-07 20:15:00,31.873333333333335,23.649894866666667,0.22558205479145835,8003.836346302385,1.8054960000666667
2024-06-07 20:30:00,31.40666666666667,23.19524853333333,0.22573370218098185,7897.174521814824,1.7826319998666666
2024-06-07 20:45:00,30.959999999999997,22.739619866666665,0.22589992207936585,7826.713671301148,1.7680410370666668
2024-06-07 21:00:00,30.557142857142857,22.391482142857143,0.2255666127297729,7825.596183389119,1.765185556
2024-06-07 21:15:00,30.2125,23.90726075,0.21368021075261956,8112.340307223909,1.733223333
2024-06-07 21:30:00,30.057142857142857,23.122978,0.21798179771828866,7952.276592968497,1.733223333
2024-06-07 21:45:00,29.5375,23.942801375000002,0.20960312673822867,7629.395945943722,1.599018889
2024-06-07 22:00:00,29.357142857142858,23.163549714285715,0.21365346263495713,7486.128383942244,1.599018889
2024-06-10 00:00:00,27.0,22.01458,0.20788047389570682,7897.406792955036,1.6417166666666667
2024-06-10 00:45:00,26.600000000000005,22.897405333333335,0.20084639904880675,8129.844026823764,1.6323416666666668
2024-06-10 01:30:00,26.3,23.109926833333333,0.1981360008442998,8119.244408918774,1.6082277778333334
2024-06-10 02:30:00,25.54,23.0365376,0.195096110158867,8137.582315187736,1.58721
2024-06-10 03:15:00,25.2,23.286003,0.19216181921561004,8226.403969955647,1.5805541665
2024-06-10 03:30:00,25.2,22.42393,0.1971145126715734,8027.567217419784,1.58235
2024-06-10 04:15:00,24.875,23.052008,0.19211828615030613,8193.595096835385,1.5738625
2024-06-10 05:30:00,24.4,23.07218,0.18997674552855706,8200.619759461422,1.5575500002
2024-06-10 06:30:00,24.5,23.33900925,0.1888836881093378,8187.8225459269825,1.54635
2024-06-10 06:45:00,24.5,22.455891,0.1938954950332565,7937.265379662554,1.539
2024-06-10 07:30:00,24.733333333333334,23.496101666666664,0.18894208407020305,8368.578244118406,1.580977778
2024-06-10 07:45:00,24.8,22.583351,0.1944862078260719,8142.356323295648,1.5835583335
2024-06-10 08:15:00,25.95,23.26432625,0.19565640609017093,8274.979598905345,1.6188
2024-06-10 08:30:00,26.0,22.380932,0.2010124201704496,8093.665223365512,1.6269083334999999
2024-06-10 09:00:00,27.02,23.2620414,0.20072164443904178,8280.289194661567,1.6615933336000002
2024-06-10 09:15:00,27.5,23.913261333333335,0.19896825414100028,8520.477547909099,1.694988889
2024-06-10 09:30:00,27.54,22.6622996,0.20699815847849018,7909.180562809866,1.6365533331999997
2024-06-10 09:45:00,28.46666666666667,23.627331833333333,0.20579483719630096,8279.430837071746,1.7039527778333332
2024-06-10 10:00:00,28.600000000000005,22.517305000000004,0.21349248679193752,8116.741281313113,1.732838889
2024-06-10 10:15:00,29.1875,23.282441,0.21190016583217902,8220.671631729785,1.741075000125
2024-06-10 10:30:00,29.2,22.392223,0.2175765269956999,8064.212427817072,1.754583333
2024-06-10 10:45:00,29.5,23.23885925,0.21393371656251917,8212.029315067095,1.756058333375
2024-06-10 11:00:00,29.9,24.4600055,0.2079777635987533,8503.131391007919,1.7684583335
2024-06-10 11:15:00,30.025,22.986333375,0.21866790965251642,8123.69787396182,1.77608125
2024-06-10 11:30:00,30.8,23.80319,0.21777825164633033,8243.27636414679,1.7947333333333333
2024-06-10 11:45:00,30.880000000000003,22.602919399999998,0.22625965565663253,8029.537977364293,1.8168166666
2024-06-10 12:00:00,31.65,23.3341236,0.22614871704286293,8127.029506042777,1.8369683334000002
2024-06-10 12:15:00,31.7,22.370924,0.2328566443424469,7954.464882161653,1.85225
