Date/Time,Electricity:HVAC [J](TimeStep),Heating:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),Electricity:Facility [J](TimeStep) 
 08/28  07:47:00,45109.40246250866,0.0,24343.561019240235,102109.40246250866 
 08/28  07:48:00,45114.80783954146,0.0,24348.966396273034,102114.80783954147 
 08/28  07:49:00,45120.005448726835,0.0,24354.164005458413,102120.00544872684 
 08/28  07:50:00,45125.47446009763,0.0,24359.6330168292,102125.47446009763 
 08/28  07:51:00,45130.88595032533,0.0,24365.044507056908,102130.88595032534 
 08/28  07:52:00,45136.18010432147,0.0,24370.338661053047,102136.18010432147 
 08/28  07:53:00,45141.374583036944,0.0,24375.533139768515,102141.37458303693 
 08/28  07:54:00,45146.51094233087,0.0,24380.669499062442,102146.51094233086 
 08/28  07:55:00,45151.52696857935,0.0,24385.685525310924,102151.52696857935 
 08/28  07:56:00,45156.94438933917,0.0,24391.10294607075,102156.94438933917 
 08/28  07:57:00,45162.39921699895,0.0,24396.557773730525,102162.39921699895 
 08/28  07:58:00,45167.79793152012,0.0,24401.956488251693,102167.79793152013 
 08/28  07:59:00,45173.14632070137,0.0,24407.30487743295,102173.14632070138 
 08/28  08:00:00,45178.52647395345,0.0,24412.68503068502,102178.52647395345 
 08/28  08:01:00,45227.831129567305,0.0,24461.98968629888,102227.8311295673 
 08/28  08:02:00,45277.22326594089,0.0,24511.38182267246,102277.22326594088 
 08/28  08:03:00,45326.34031575799,0.0,24560.498872489563,102326.34031575799 
 08/28  08:04:00,45375.200695963766,0.0,24609.359252695343,102375.20069596377 
 08/28  08:05:00,45423.877486008874,0.0,24658.036042740445,102423.87748600886 
 08/28  08:06:00,45472.46720226806,0.0,24706.625758999635,102472.46720226806 
 08/28  08:07:00,45520.92795304881,0.0,24755.08650978039,102520.92795304882 
 08/28  08:08:00,45569.90976258463,0.0,24804.068319316208,102569.90976258464 
 08/28  08:09:00,45619.00337974357,0.0,24853.161936475142,102619.00337974356 
 08/28  08:10:00,45668.12061648579,0.0,24902.27917321736,102668.12061648579 
 08/28  08:11:00,45717.26686351312,0.0,24951.425420244694,102717.26686351311 
 08/28  08:12:00,45766.48581639878,0.0,25000.64437313035,102766.48581639878 
 08/28  08:13:00,45815.68219767209,0.0,25049.840754403664,102815.68219767208 
 08/28  08:14:00,45865.46601800212,0.0,25099.62457473369,102865.46601800212 
 08/28  08:15:00,45915.40232453277,0.0,25149.560881264344,102915.40232453277 
 08/28  08:16:00,45965.391814464325,0.0,25199.550371195895,102965.39181446433 
 08/28  08:17:00,46015.4272994886,0.0,25249.585856220176,103015.4272994886 
 08/28  08:18:00,46065.548498304786,0.0,25299.70705503636,103065.54849830478 
 08/28  08:19:00,46115.65985337354,0.0,25349.81841010511,103115.65985337354 
 08/28  08:20:00,46166.36780322922,0.0,25400.526359960797,103166.36780322923 
 08/28  08:21:00,46217.24131745436,0.0,25451.399874185936,103217.24131745436 
 08/28  08:22:00,46268.18002463527,0.0,25502.338581366846,103268.18002463527 
 08/28  08:23:00,46319.17419712657,0.0,25553.332753858143,103319.17419712656 
 08/28  08:24:00,46370.25871217818,0.0,25604.41726890976,103370.25871217819 
 08/28  08:25:00,46421.336480795435,0.0,25655.495037527013,103421.33648079544 
 08/28  08:26:00,46472.99986604286,0.0,25707.158422774435,103472.99986604286 
 08/28  08:27:00,46524.82205901662,0.0,25758.980615748194,103524.82205901662 
 08/28  08:28:00,46576.70556084153,0.0,25810.864117573106,103576.70556084153 
 08/28  08:29:00,46628.63820262997,0.0,25862.79675936154,103628.63820262996 
 08/28  08:30:00,46680.65550507394,0.0,25914.81406180552,103680.65550507394 
 08/28  08:31:00,46724.295154245614,0.0,25958.453710977188,103724.29515424562 
 08/28  08:32:00,46766.90553159948,0.0,26001.064088331055,103766.90553159948 
 08/28  08:33:00,46809.21158173573,0.0,26043.370138467308,103809.21158173573 
 08/28  08:34:00,46851.38183812627,0.0,26085.540394857846,103851.38183812627 
 08/28  08:35:00,46893.38740614004,0.0,26127.545962871613,103893.38740614004 
 08/28  08:36:00,46935.289561025376,0.0,26169.44811775695,103935.28956102538 
 08/28  08:37:00,46977.02275876368,0.0,26211.18131549525,103977.02275876368 
 08/28  08:38:00,47018.61629234892,0.0,26252.77484908049,104018.61629234892 
 08/28  08:39:00,47060.054661320115,0.0,26294.213218051686,104060.05466132012 
 08/28  08:40:00,47101.44129627844,0.0,26335.59985301002,104101.44129627844 
 08/28  08:41:00,47142.74418868657,0.0,26376.90274541815,104142.74418868657 
 08/28  08:42:00,47184.033372551086,0.0,26418.191929282664,104184.03337255109 
 08/28  08:43:00,47225.252883390945,0.0,26459.411440122516,104225.25288339093 
 08/28  08:44:00,47266.51461374531,0.0,26500.673170476886,104266.51461374531 
 08/28  08:45:00,47307.74219866811,0.0,26541.90075539968,104307.7421986681 
 08/28  08:46:00,47348.99930313075,0.0,26583.157859862327,104348.99930313076 
 08/28  08:47:00,47390.25015425407,0.0,26624.40871098565,104390.25015425407 
 08/28  08:48:00,47431.552619139315,0.0,26665.711175870892,104431.55261913932 
 08/28  08:49:00,47472.839721052085,0.0,26706.99827778366,104472.83972105208 
 08/28  08:50:00,47514.27629622213,0.0,26748.434852953706,104514.27629622213 
 08/28  08:51:00,47555.73754321202,0.0,26789.896099943588,104555.73754321202 
 08/28  08:52:00,47597.25703994565,0.0,26831.415596677227,104597.25703994565 
 08/28  08:53:00,47638.80384112081,0.0,26872.96239785239,104638.80384112081 
 08/28  08:54:00,47680.420908241416,0.0,26914.579464972994,104680.42090824142 
 08/28  08:55:00,47722.03798129347,0.0,26956.19653802504,104722.03798129346 
 08/28  08:56:00,47763.89352881939,0.0,26998.05208555096,104763.89352881938 
 08/28  08:57:00,47805.880297264994,0.0,27040.038853996568,104805.88029726499 
 08/28  08:58:00,47848.02693933904,0.0,27082.185496070615,104848.02693933904 
 08/28  08:59:00,47890.304130127464,0.0,27124.46268685904,104890.30413012747 
 08/28  09:00:00,47932.73590917489,0.0,27166.894465906462,104932.73590917488 
 08/28  09:01:00,48046.83859501484,0.0,27280.997151746415,105046.83859501484 
 08/28  09:02:00,48161.44494340584,0.0,27395.603500137415,105161.44494340584 
 08/28  09:03:00,48276.02359931532,0.0,27510.182156046892,105276.02359931532 
 08/28  09:04:00,48390.43921253221,0.0,27624.597769263786,105390.4392125322 
 08/28  09:05:00,48504.731826649724,0.0,27738.8903833813,105504.73182664972 
 08/28  09:06:00,48618.97264970165,0.0,27853.131206433223,105618.97264970164 
 08/28  09:07:00,48733.13305865659,0.0,27967.291615388167,105733.13305865659 
 08/28  09:08:00,48847.68471984079,0.0,28081.84327657237,105847.68471984079 
 08/28  09:09:00,48962.34083737763,0.0,28196.49939410921,105962.34083737764 
 08/28  09:10:00,49077.03889878469,0.0,28311.197455516263,106077.03889878468 
 08/28  09:11:00,49191.80655658484,0.0,28425.965113316408,106191.80655658484 
 08/28  09:12:00,49306.73118952388,0.0,28540.88974625546,106306.73118952388 
 08/28  09:13:00,49422.50124139292,0.0,28656.659798124492,106422.50124139292 
 08/28  09:14:00,49539.929762975735,0.0,28774.08831970731,106539.92976297574 
 08/28  09:15:00,49659.67914192699,0.0,28893.837698658564,106659.67914192699 
 08/28  09:16:00,49780.391416653845,0.0,29014.549973385416,106780.39141665385 
 08/28  09:17:00,49902.117243430315,0.0,29136.275800161886,106902.11724343032 
 08/28  09:18:00,50025.109026662714,0.0,29259.26758339429,107025.10902666272 
 08/28  09:19:00,50149.323988734104,0.0,29383.48254546568,107149.3239887341 
 08/28  09:20:00,50275.20035233605,0.0,29509.358909067618,107275.20035233605 
 08/28  09:21:00,50402.41879441819,0.0,29636.577351149765,107402.41879441819 
 08/28  09:22:00,50530.87045665296,0.0,29765.029013384534,107530.87045665295 
 08/28  09:23:00,50660.572276832245,0.0,29894.730833563815,107660.57227683225 
 08/28  09:24:00,50791.49895316016,0.0,30025.65750989173,107791.49895316016 
 08/28  09:25:00,50923.581904437786,0.0,30157.740461169364,107923.58190443779 
 08/28  09:26:00,51057.22190786137,0.0,30291.38046459294,108057.22190786136 
 08/28  09:27:00,51192.11826604699,0.0,30426.276822778564,108192.11826604698 
 08/28  09:28:00,51328.1596304242,0.0,30562.318187155768,108328.1596304242 
 08/28  09:29:00,51465.375458171984,0.0,30699.534014903562,108465.37545817199 
 08/28  09:30:00,51603.731712439134,0.0,30837.890269170708,108603.73171243913 
 08/28  09:31:00,51743.3018541368,0.0,30977.460410868374,108743.3018541368 
 08/28  09:32:00,51884.123914504424,0.0,31118.282471236,108884.12391450443 
 08/28  09:33:00,52026.04511070108,0.0,31260.203667432655,109026.04511070108 
 08/28  09:34:00,52169.00350944066,0.0,31403.162066172234,109169.00350944067 
 08/28  09:35:00,52313.0828674653,0.0,31547.24142419688,109313.0828674653 
 08/28  09:36:00,52458.244006552704,0.0,31692.40256328428,109458.2440065527 
 08/28  09:37:00,52604.435666047226,0.0,31838.594222778796,109604.43566604721 
 08/28  09:38:00,52752.131827968406,0.0,31986.290384699976,109752.1318279684 
 08/28  09:39:00,52901.002128506145,0.0,32135.16068523772,109901.00212850614 
 08/28  09:40:00,53050.89128938185,0.0,32285.04984611342,110050.89128938184 
 08/28  09:41:00,53201.878406136704,0.0,32436.036962868282,110201.8784061367 
 08/28  09:42:00,53353.92317209779,0.0,32588.081728829366,110353.92317209779 
 08/28  09:43:00,53506.98465206682,0.0,32741.143208798396,110506.98465206682 
 08/28  09:44:00,53661.50673704897,0.0,32895.66529378055,110661.50673704897 
 08/28  09:45:00,53817.181598221505,0.0,33051.34015495308,110817.1815982215 
 08/28  09:46:00,53973.8688323001,0.0,33208.02738903167,110973.8688323001 
 08/28  09:47:00,54131.64596959954,0.0,33365.80452633112,111131.64596959955 
 08/28  09:48:00,54290.456094942754,0.0,33524.61465167433,111290.45609494276 
 08/28  09:49:00,54450.25743030531,0.0,33684.41598703688,111450.2574303053 
 08/28  09:50:00,54506.96643157791,0.0,33741.12498830948,111506.9664315779 
 08/28  09:51:00,54656.63349731971,0.0,33890.79205405128,111656.63349731971 
 08/28  09:52:00,54819.230108477466,0.0,34053.388665209044,111819.23010847747 
 08/28  09:53:00,54981.60142048927,0.0,34215.75997722084,111981.60142048926 
 08/28  09:54:00,55144.08451019127,0.0,34378.24306692285,112144.08451019127 
 08/28  09:55:00,55307.21751506305,0.0,34541.37607179463,112307.21751506305 
 08/28  09:56:00,55470.4853789748,0.0,34704.64393570638,112470.4853789748 
 08/28  09:57:00,55634.65638901279,0.0,34868.814945744365,112634.65638901279 
 08/28  09:58:00,55800.10478158423,0.0,35034.26333831581,112800.10478158423 
 08/28  09:59:00,55966.94108098572,0.0,35201.09963771729,112966.9410809857 
 08/28  10:00:00,56135.07679146304,0.0,35369.23534819462,113135.07679146304 
 08/28  10:01:00,56293.97262582071,0.0,35528.131182552286,113293.97262582071 
 08/28  10:02:00,56454.208277352314,0.0,35688.366834083885,113454.2082773523 
 08/28  10:03:00,56615.05812842015,0.0,35849.216685151725,113615.05812842015 
 08/28  10:04:00,56776.246063099956,0.0,36010.404619831526,113776.24606309994 
 08/28  10:05:00,56937.90424246203,0.0,36172.0627991936,113937.90424246202 
 08/28  10:06:00,57099.98314037634,0.0,36334.141697107916,114099.98314037634 
 08/28  10:07:00,57262.445958023454,0.0,36496.60451475503,114262.44595802346 
 08/28  10:08:00,57425.870271386564,0.0,36660.028828118135,114425.87027138655 
 08/28  10:09:00,57589.85760341823,0.0,36824.01616014981,114589.85760341824 
 08/28  10:10:00,57754.20738794572,0.0,36988.36594467729,114754.2073879457 
 08/28  10:11:00,57919.02701083891,0.0,37153.18556757049,114919.02701083891 
 08/28  10:12:00,58084.21216094871,0.0,37318.37071768028,115084.2121609487 
 08/28  10:13:00,58249.75516541139,0.0,37483.91372214297,115249.75516541139 
 08/28  10:14:00,58416.22477702325,0.0,37650.38333375482,115416.22477702325 
 08/28  10:15:00,58583.2593505898,0.0,37817.41790732137,115583.2593505898 
 08/28  10:16:00,58750.66055939345,0.0,37984.81911612502,115750.66055939344 
 08/28  10:17:00,58918.545934672264,0.0,38152.70449140384,115918.54593467227 
 08/28  10:18:00,59086.83819465508,0.0,38320.99675138666,116086.83819465508 
 08/28  10:19:00,59255.50837770829,0.0,38489.66693443987,116255.50837770829 
 08/28  10:20:00,59425.055324999455,0.0,38659.21388173103,116425.05532499946 
 08/28  10:21:00,59595.15607848838,0.0,38829.31463521995,116595.15607848836 
 08/28  10:22:00,59765.622744722365,0.0,38999.781301453935,116765.62274472235 
 08/28  10:23:00,59936.5856758358,0.0,39170.74423256738,116936.5856758358 
 08/28  10:24:00,60107.9582030325,0.0,39342.116759764074,117107.9582030325 
 08/28  10:25:00,60279.72238476912,0.0,39513.8809415007,117279.72238476912 
 08/28  10:26:00,60452.352884290536,0.0,39686.51144102211,117452.35288429054 
 08/28  10:27:00,60625.53781937856,0.0,39859.69637611013,117625.53781937855 
 08/28  10:28:00,60799.10318962086,0.0,40033.26174635243,117799.10318962086 
 08/28  10:29:00,60973.17379555396,0.0,40207.332352285535,117973.17379555396 
 08/28  10:30:00,61147.66708476715,0.0,40381.82564149872,118147.66708476714 
 08/28  10:31:00,61319.74750811183,0.0,40553.9060648434,118319.74750811182 
 08/28  10:32:00,61492.44299228577,0.0,40726.601549017345,118492.44299228577 
 08/28  10:33:00,61665.73416377239,0.0,40899.89272050396,118665.73416377238 
 08/28  10:34:00,61839.39383592071,0.0,41073.55239265228,118839.3938359207 
 08/28  10:35:00,62012.66711865063,0.0,41246.8256753822,119012.66711865063 
 08/28  10:36:00,62185.747685408496,0.0,41419.906242140074,119185.7476854085 
 08/28  10:37:00,62359.1234454159,0.0,41593.282002147476,119359.1234454159 
 08/28  10:38:00,62532.94292403475,0.0,41767.10148076632,119532.94292403475 
 08/28  10:39:00,62707.163373257456,0.0,41941.32192998903,119707.16337325746 
 08/28  10:40:00,62881.71696379225,0.0,42115.87552052382,119881.71696379225 
 08/28  10:41:00,63056.714679927,0.0,42290.87323665857,120056.71467992699 
 08/28  10:42:00,63232.071271540015,0.0,42466.22982827159,120232.07127154002 
 08/28  10:43:00,63407.79609473483,0.0,42641.95465146641,120407.79609473484 
 08/28  10:44:00,63584.00072751372,0.0,42818.15928424529,120584.00072751372 
 08/28  10:45:00,63760.62561156938,0.0,42994.784168300954,120760.62561156939 
 08/28  10:46:00,63937.60104978141,0.0,43171.75960651299,120937.60104978142 
 08/28  10:47:00,64115.02869629796,0.0,43349.18725302954,121115.02869629796 
 08/28  10:48:00,64292.839861209475,0.0,43526.99841794105,121292.83986120948 
 08/28  10:49:00,64471.03390553378,0.0,43705.19246226535,121471.03390553378 
 08/28  10:50:00,64649.763803720576,0.0,43883.922360452154,121649.76380372058 
 08/28  10:51:00,64828.944450627416,0.0,44063.103007358986,121828.9444506274 
 08/28  10:52:00,65008.48744952757,0.0,44242.64600625914,122008.48744952757 
 08/28  10:53:00,65188.500931270566,0.0,44422.65948800214,122188.50093127057 
 08/28  10:54:00,65368.89957666698,0.0,44603.05813339856,122368.89957666699 
 08/28  10:55:00,65549.68795174323,0.0,44783.8465084748,122549.68795174323 
 08/28  10:56:00,65731.02521924635,0.0,44965.18377597792,122731.02521924634 
 08/28  10:57:00,65912.80074029486,0.0,45146.95929702643,122912.80074029486 
 08/28  10:58:00,66094.91720960778,0.0,45329.07576633936,123094.91720960778 
 08/28  10:59:00,66277.47641355555,0.0,45511.63497028712,123277.47641355555 
 08/28  11:00:00,66460.41309781259,0.0,45694.57165454417,123460.41309781259 
 08/28  11:01:00,66574.47048466835,0.0,45808.629041399916,123574.47048466833 
 08/28  11:02:00,66688.93210613451,0.0,45923.09066286609,123688.93210613451 
 08/28  11:03:00,66803.33432885364,0.0,46037.49288558522,123803.33432885364 
 08/28  11:04:00,66917.60337413548,0.0,46151.76193086705,123917.60337413548 
 08/28  11:05:00,67031.82628141862,0.0,46265.984838150194,124031.82628141862 
 08/28  11:06:00,67145.9275526273,0.0,46380.08610935887,124145.92755262729 
 08/28  11:07:00,67259.91240420341,0.0,46494.07096093499,124259.91240420341 
 08/28  11:08:00,67373.86870322349,0.0,46608.02725995506,124373.86870322348 
 08/28  11:09:00,67487.74826780448,0.0,46721.906824536054,124487.74826780448 
 08/28  11:10:00,67601.49651014952,0.0,46835.655066881096,124601.49651014952 
 08/28  11:11:00,67715.21466619571,0.0,46949.37322292729,124715.21466619571 
 08/28  11:12:00,67828.84454408032,0.0,47063.0031008119,124828.84454408032 
 08/28  11:13:00,67942.39689916902,0.0,47176.5554559006,124942.39689916902 
 08/28  11:14:00,68055.98857698741,0.0,47290.14713371899,125055.98857698741 
 08/28  11:15:00,68169.56806480924,0.0,47403.726621540816,125169.56806480924 
 08/28  11:16:00,68283.08253905698,0.0,47517.24109578855,125283.08253905698 
 08/28  11:17:00,68396.61985372383,0.0,47630.7784104554,125396.61985372383 
 08/28  11:18:00,68510.12933641313,0.0,47744.287893144705,125510.12933641313 
 08/28  11:19:00,68623.62460218455,0.0,47857.78315891612,125623.62460218455 
 08/28  11:20:00,68737.22921004275,0.0,47971.38776677432,125737.22921004275 
 08/28  11:21:00,68850.88723230754,0.0,48085.04578903911,125850.88723230754 
 08/28  11:22:00,68964.5302003408,0.0,48198.68875707237,125964.53020034079 
 08/28  11:23:00,69078.24701353858,0.0,48312.40557027015,126078.24701353858 
 08/28  11:24:00,69191.98134428046,0.0,48426.13990101203,126191.98134428045 
 08/28  11:25:00,69305.73114890792,0.0,48539.889705639485,126305.73114890792 
 08/28  11:26:00,69419.6656260061,0.0,48653.82418273768,126419.6656260061 
 08/28  11:27:00,69533.70092895319,0.0,48767.85948568476,126533.70092895319 
 08/28  11:28:00,69647.7571399903,0.0,48881.915696721866,126647.75713999028 
 08/28  11:29:00,69761.92170401053,0.0,48996.0802607421,126761.92170401052 
 08/28  11:30:00,69876.14097007275,0.0,49110.29952680432,126876.14097007274 
 08/28  11:31:00,70000.46714966522,0.0,49234.62570639679,127000.46714966522 
 08/28  11:32:00,70126.92132967602,0.0,49361.079886407584,127126.921329676 
 08/28  11:33:00,70253.45719422274,0.0,49487.615750954305,127253.45719422272 
 08/28  11:34:00,70379.94623920028,0.0,49614.104795931846,127379.94623920028 
 08/28  11:35:00,70506.5245187303,0.0,49740.68307546187,127506.5245187303 
 08/28  11:36:00,70633.10965360205,0.0,49867.26821033363,127633.10965360205 
 08/28  11:37:00,70759.66928340649,0.0,49993.82784013806,127759.66928340649 
 08/28  11:38:00,70887.05957405176,0.0,50121.21813078334,127887.05957405176 
 08/28  11:39:00,71016.8376667564,0.0,50250.99622348798,128016.8376667564 
 08/28  11:40:00,71143.35443418092,0.0,50377.51299091249,128143.35443418092 
 08/28  11:41:00,71270.59220190665,0.0,50504.75075863822,128270.59220190664 
 08/28  11:42:00,71397.64958733709,0.0,50631.808144068666,128397.64958733709 
 08/28  11:43:00,71524.42848177176,0.0,50758.587038503334,128524.42848177176 
 08/28  11:44:00,71651.51192686896,0.0,50885.67048360054,128651.51192686896 
 08/28  11:45:00,71778.49553431926,0.0,51012.654091050834,128778.49553431926 
 08/28  11:46:00,71905.19197275063,0.0,51139.35052948221,128905.19197275063 
 08/28  11:47:00,72031.71242278247,0.0,51265.870979514046,129031.71242278247 
 08/28  11:48:00,72157.97594446007,0.0,51392.134501191635,129157.97594446005 
 08/28  11:49:00,72283.99744256817,0.0,51518.15599929974,129283.99744256816 
 08/28  11:50:00,72410.25106126843,0.0,51644.409618000005,129410.25106126843 
 08/28  11:51:00,72536.46484141278,0.0,51770.62339814435,129536.46484141278 
 08/28  11:52:00,72662.48255716097,0.0,51896.64111389255,129662.48255716097 
 08/28  11:53:00,72788.4353600503,0.0,52022.59391678187,129788.4353600503 
 08/28  11:54:00,72914.26467078996,0.0,52148.42322752153,129914.26467078996 
 08/28  11:55:00,73039.99330863264,0.0,52274.151865364205,130039.99330863264 
 08/28  11:56:00,73166.00825425981,0.0,52400.16681099138,130166.0082542598 
 08/28  11:57:00,73292.10034054204,0.0,52526.25889727361,130292.10034054204 
 08/28  11:58:00,73418.13097241317,0.0,52652.28952914475,130418.13097241317 
 08/28  11:59:00,73544.22106721107,0.0,52778.37962394264,130544.22106721107 
 08/28  12:00:00,73670.32165834027,0.0,52904.480215071846,130670.32165834027 
 08/28  12:01:00,73761.49214595855,0.0,52995.65070269012,130761.49214595855 
 08/28  12:02:00,73852.97978757943,0.0,53087.138344311,130852.97978757942 
 08/28  12:03:00,73943.89900361265,0.0,53178.05756034422,130943.89900361264 
 08/28  12:04:00,74037.1967312156,0.0,53271.35528794718,131037.1967312156 
 08/28  12:05:00,74134.95897157217,0.0,53369.11752830374,131134.95897157218 
 08/28  12:06:00,74232.8925490548,0.0,53467.05110578637,131232.89254905479 
 08/28  12:07:00,74330.16290971953,0.0,53564.3214664511,131330.1629097195 
 08/28  12:08:00,74427.42416952655,0.0,53661.58272625813,131427.42416952656 
 08/28  12:09:00,74524.31796958065,0.0,53758.476526312224,131524.31796958066 
 08/28  12:10:00,74620.66549754414,0.0,53854.824054275705,131620.66549754414 
 08/28  12:11:00,74660.96105451312,0.0,53895.119611244685,131660.9610545131 
 08/28  12:12:00,74750.75705391509,0.0,53984.91561064667,131750.7570539151 
 08/28  12:13:00,74846.94408748274,0.0,54081.10264421432,131846.94408748277 
 08/28  12:14:00,74942.50799579802,0.0,54176.6665525296,131942.50799579803 
 08/28  12:15:00,75037.65793234468,0.0,54271.81648907626,132037.65793234469 
 08/28  12:16:00,75132.4837271106,0.0,54366.642283842164,132132.48372711059 
 08/28  12:17:00,75227.27231392394,0.0,54461.43087065552,132227.27231392393 
 08/28  12:18:00,75322.01930141605,0.0,54556.17785814762,132322.01930141604 
 08/28  12:19:00,75416.73792534023,0.0,54650.8964820718,132416.73792534023 
 08/28  12:20:00,75512.24061383704,0.0,54746.39917056862,132512.24061383704 
 08/28  12:21:00,75607.97446871575,0.0,54842.13302544733,132607.97446871576 
 08/28  12:22:00,75703.63609065341,0.0,54937.79464738499,132703.63609065343 
 08/28  12:23:00,75799.320315613,0.0,55033.47887234458,132799.320315613 
 08/28  12:24:00,75894.9368972168,0.0,55129.09545394837,132894.9368972168 
 08/28  12:25:00,75990.45228954744,0.0,55224.61084627901,132990.45228954743 
 08/28  12:26:00,76086.59290292459,0.0,55320.75145965617,133086.59290292458 
 08/28  12:27:00,76182.85415995367,0.0,55417.01271668524,133182.85415995366 
 08/28  12:28:00,76278.96746741513,0.0,55513.12602414671,133278.96746741516 
 08/28  12:29:00,76375.02641771594,0.0,55609.18497444751,133375.02641771595 
 08/28  12:30:00,76470.95713282624,0.0,55705.11568955782,133470.95713282625 
 08/28  12:31:00,76568.28117696893,0.0,55802.43973370051,133568.28117696895 
 08/28  12:32:00,76666.48623723623,0.0,55900.644793967804,133666.48623723625 
 08/28  12:33:00,76764.76880312417,0.0,55998.92735985574,133764.76880312418 
 08/28  12:34:00,76862.90496035778,0.0,56097.063517089344,133862.90496035777 
 08/28  12:35:00,76961.00007557703,0.0,56195.1586323086,133961.00007557704 
 08/28  12:36:00,77058.98531050251,0.0,56293.14386723409,134058.98531050253 
 08/28  12:37:00,77156.8308967692,0.0,56390.98945350077,134156.83089676919 
 08/28  12:38:00,77255.2997794984,0.0,56489.458336229975,134255.2997794984 
 08/28  12:39:00,77353.87656487288,0.0,56588.03512160445,134353.87656487287 
 08/28  12:40:00,77452.29628279629,0.0,56686.45483952787,134452.2962827963 
 08/28  12:41:00,77550.6559718766,0.0,56784.81452860817,134550.65597187659 
 08/28  12:42:00,77648.88093598488,0.0,56883.03949271646,134648.8809359849 
 08/28  12:43:00,77746.95753382506,0.0,56981.11609055663,134746.95753382505 
 08/28  12:44:00,77845.59059776017,0.0,57079.749154491736,134845.59059776017 
 08/28  12:45:00,77944.32183338434,0.0,57178.48039011591,134944.32183338435 
 08/28  12:46:00,78042.91145478541,0.0,57277.07001151699,135042.9114547854 
 08/28  12:47:00,78141.4612158551,0.0,57375.61977258668,135141.4612158551 
 08/28  12:48:00,78239.91042956234,0.0,57474.06898629392,135239.91042956234 
 08/28  12:49:00,78338.24819921507,0.0,57572.40675594665,135338.24819921508 
 08/28  12:50:00,78438.90189973226,0.0,57673.06045646383,135438.90189973225 
 08/28  12:51:00,78544.58968836228,0.0,57778.748245093855,135544.58968836227 
 08/28  12:52:00,78651.00771706649,0.0,57885.16627379806,135651.00771706648 
 08/28  12:53:00,78757.77602105656,0.0,57991.93457778813,135757.77602105656 
 08/28  12:54:00,78864.7849205349,0.0,58098.94347726648,135864.7849205349 
 08/28  12:55:00,78972.0259633801,0.0,58206.18452011168,135972.02596338013 
 08/28  12:56:00,79080.53360646872,0.0,58314.692163200285,136080.5336064687 
 08/28  12:57:00,79189.65215360779,0.0,58423.81071033937,136189.6521536078 
 08/28  12:58:00,79304.41040310516,0.0,58538.56895983673,136304.41040310515 
 08/28  12:59:00,79420.96164475661,0.0,58655.120201488186,136420.9616447566 
 08/28  13:00:00,79538.22232446536,0.0,58772.38088119693,136538.22232446535 
 08/28  13:01:00,79633.65954697647,0.0,58867.81810370804,136633.65954697648 
 08/28  13:02:00,79732.13842066303,0.0,58966.29697739461,136732.13842066303 
 08/28  13:03:00,79833.44490580072,0.0,59067.603462532286,136833.44490580073 
 08/28  13:04:00,79937.22890774838,0.0,59171.38746447994,136937.22890774837 
 08/28  13:05:00,80043.50161457264,0.0,59277.66017130421,137043.50161457264 
 08/28  13:06:00,80151.9923712927,0.0,59386.15092802427,137151.9923712927 
 08/28  13:07:00,80262.4736121588,0.0,59496.63216889038,137262.4736121588 
 08/28  13:08:00,80376.26533082762,0.0,59610.42388755919,137376.26533082763 
 08/28  13:09:00,80492.318078042,0.0,59726.476634773564,137492.31807804199 
 08/28  13:10:00,80610.11159354022,0.0,59844.27015027179,137610.1115935402 
 08/28  13:11:00,80729.75832425253,0.0,59963.91688098411,137729.75832425254 
 08/28  13:12:00,80851.10729931138,0.0,60085.26585604295,137851.10729931139 
 08/28  13:13:00,80974.00963263358,0.0,60208.168189365155,137974.0096326336 
 08/28  13:14:00,81099.88857928165,0.0,60334.04713601322,138099.88857928164 
 08/28  13:15:00,81227.68943833723,0.0,60461.847995068805,138227.68943833724 
 08/28  13:16:00,81356.94345361584,0.0,60591.10201034741,138356.94345361583 
 08/28  13:17:00,81487.7748751782,0.0,60721.93343190978,138487.7748751782 
 08/28  13:18:00,81620.06589506594,0.0,60854.22445179751,138620.06589506594 
 08/28  13:19:00,81753.66323176517,0.0,60987.821788496745,138753.66323176516 
 08/28  13:20:00,81890.0778340678,0.0,61124.23639079937,138890.0778340678 
 08/28  13:21:00,82028.22582693806,0.0,61262.38438366963,139028.22582693806 
 08/28  13:22:00,82167.62098118483,0.0,61401.779537916394,139167.62098118483 
 08/28  13:23:00,82308.41958414196,0.0,61542.578140873535,139308.41958414197 
 08/28  13:24:00,82450.54031550283,0.0,61684.69887223441,139450.54031550286 
 08/28  13:25:00,82593.84999862143,0.0,61828.008555353,139593.84999862143 
 08/28  13:26:00,82739.83732054949,0.0,61973.99587728106,139739.83732054948 
 08/28  13:27:00,82887.41619900929,0.0,62121.574755740854,139887.41619900929 
 08/28  13:28:00,83036.11918387749,0.0,62270.27774060906,140036.11918387749 
 08/28  13:29:00,83186.1159881674,0.0,62420.27454489897,140186.1159881674 
 08/28  13:30:00,83337.31358647789,0.0,62571.47214320946,140337.3135864779 
 08/28  13:31:00,83480.42752455162,0.0,62714.58608128319,140480.4275245516 
 08/28  13:32:00,83624.58917509092,0.0,62858.7477318225,140624.58917509093 
 08/28  13:33:00,83769.8533299801,0.0,63004.01188671168,140769.8533299801 
 08/28  13:34:00,83915.78380312649,0.0,63149.94235985806,140915.78380312649 
